municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
SANTANA DA BOA VISTA,431700,Chumbo,RS,14,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SANTANA DA PONTE PENSA,354720,Chumbo,SP,19,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Chumbo,MG,13,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTANA DE PARNAIBA,354730,Chumbo,SP,100,16,39,33,11,1,12,0.14285714285714285,0.011904761904761904,0,0,1,1,1,18,0,3,82,6,23,0,0,0,1,0,3,0,5
SANTANA DE PIRAPAMA,315850,Chumbo,MG,6,2,2,1,1,0,1,0.25,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SANTANA DO ITARARE,412400,Chumbo,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SANTANA DO MANHUACU,315890,Chumbo,MG,28,2,20,0,6,0,6,0.23076923076923078,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
SANTIAGO,431740,Chumbo,RS,30,2,22,6,0,0,0,0,0,0,0,0,2,0,0,0,0,33,0,4,0,0,0,0,0,0,0,2
SANTO AMARO,292860,Chumbo,BA,47,38,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
SANTO AMARO DAS BROTAS,280660,Chumbo,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Chumbo,SP,23,0,7,12,4,0,4,0.17391304347826086,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2
SANTO ANDRE,354780,Chumbo,SP,22,0,20,2,0,0,0,0,0,0,0,8,8,4,15,3,7,519,24,134,5,1,1,3,1,8,4,31
SANTO ANGELO,431750,Chumbo,RS,45,4,39,2,0,0,0,0,0,0,0,0,1,0,1,0,1,31,0,14,0,1,1,0,0,0,0,11
SANTO ANTONIO DA PATRULHA,431760,Chumbo,RS,128,0,97,30,1,0,1,0.0078125,0,0,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,3
SANTO ANTONIO DA PLATINA,412410,Chumbo,PR,43,1,23,18,1,0,1,0.023809523809523808,0,0,0,0,0,0,1,0,0,16,0,3,0,0,0,0,0,2,0,0
SANTO ANTONIO DAS MISSOES,431770,Chumbo,RS,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SANTO ANTONIO DE GOIAS,521973,Chumbo,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
SANTO ANTONIO DE JESUS,292870,Chumbo,BA,16,6,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,33,1,9,0,0,0,0,0,0,0,5
SANTO ANTONIO DO AMPARO,315990,Chumbo,MG,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0
SANTO ANTONIO DO CAIUA,412420,Chumbo,PR,18,0,8,8,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO DESCOBERTO,521975,Chumbo,GO,12,3,0,4,5,0,5,0.5555555555555556,0,0,0,0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,0,4
SANTO ANTONIO DO GRAMA,316010,Chumbo,MG,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTO ANTONIO DO ITAMBE,316020,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Chumbo,SP,31,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO MONTE,316040,Chumbo,MG,16,0,0,2,14,0,14,0.875,0,0,0,3,0,0,0,0,3,9,0,7,0,0,0,0,0,0,0,0
SANTO ANTONIO DO PINHAL,354820,Chumbo,SP,53,15,14,23,1,0,1,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Chumbo,MG,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,4,0,4,0,0,0,0,0,0
SANTO AUGUSTO,431780,Chumbo,RS,72,1,65,5,0,1,1,0.014084507042253521,0.014084507042253521,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0
SANTO CRISTO,431790,Chumbo,RS,101,15,76,9,1,0,1,0.011627906976744186,0,0,0,0,4,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1
SANTO ESTEVAO,292880,Chumbo,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
SANTO EXPEDITO,354830,Chumbo,SP,25,0,5,16,4,0,4,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Chumbo,RS,49,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Chumbo,MG,29,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO INACIO,412450,Chumbo,PR,17,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
SANTOPOLIS DO AGUAPEI,354840,Chumbo,SP,29,6,5,15,3,0,3,0.13043478260869565,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0
SANTOS,354850,Chumbo,SP,16,0,4,12,0,0,0,0,0,0,0,0,2,1,1,1,2,124,4,21,2,0,0,0,2,1,1,11
SANTOS DUMONT,316070,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,1,3,0,0,0,7,24,0,6,0,0,0,0,0,0,0,3
SAO BENTO DO SAPUCAI,354860,Chumbo,SP,22,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
SAO BERNARDINO,421575,Chumbo,SC,22,5,4,11,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
SAO BERNARDO DO CAMPO,354870,Chumbo,SP,124,39,21,38,26,0,26,0.3058823529411765,0,0,1,3,5,1,41,4,11,451,42,120,4,1,0,20,5,7,5,34
SAO BORJA,431800,Chumbo,RS,15,0,13,1,1,0,1,0.06666666666666667,0,0,0,0,1,0,0,0,0,49,1,3,0,0,0,0,0,1,0,3
SAO BRAS,270820,Chumbo,AL,5,0,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Chumbo,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
SAO CARLOS,421600,Chumbo,SC,26,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0
SAO CARLOS DO IVAI,412460,Chumbo,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
SAO CRISTOVAO,280670,Chumbo,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0
SAO CRISTOVAO DO SUL,421605,Chumbo,SC,42,11,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
SAO DESIDERIO,292890,Chumbo,BA,26,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,292895,Chumbo,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO DOMINGOS,421610,Chumbo,SC,44,2,7,28,6,1,7,0.16666666666666666,0.023809523809523808,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SAO DOMINGOS,521980,Chumbo,GO,14,12,0,0,1,1,2,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO FELIPE,292910,Chumbo,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
SAO FIDELIS,330480,Chumbo,RJ,4,0,0,1,3,0,3,0.75,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,2
SAO FRANCISCO,316110,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO,354900,Chumbo,SP,21,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Chumbo,RS,70,0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ITABAPOANA,330475,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,1,1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,316120,Chumbo,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,431820,Chumbo,RS,34,7,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3
SAO FRANCISCO DE SALES,316130,Chumbo,MG,10,6,0,0,2,2,4,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO GERALDO,316150,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1
SAO GERALDO DO ARAGUAIA,150745,Chumbo,PA,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAO GONCALO DO ABAETE,316170,Chumbo,MG,2,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SAO GONCALO DO PARA,316180,Chumbo,MG,9,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1
SAO GONCALO DO SAPUCAI,316200,Chumbo,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,7,0,0,0,0,9,0,2,0,0,0,0,0,0,0,1
SAO GOTARDO,316210,Chumbo,MG,41,5,6,30,0,0,0,0,0,0,0,0,0,0,2,0,0,42,1,5,0,0,0,0,0,0,0,2
SAO JERONIMO,431840,Chumbo,RS,22,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,1,3,0,0,0,0,0,0,0,3
SAO JOAO,261320,Chumbo,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO JOAO,412480,Chumbo,PR,25,0,16,5,4,0,4,0.16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAO JOAO D'ALIANCA,522000,Chumbo,GO,42,8,21,6,7,0,7,0.20588235294117646,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
SAO JOAO DA BOA VISTA,354910,Chumbo,SP,30,6,4,19,1,0,1,0.041666666666666664,0,0,0,1,0,0,1,1,4,74,5,17,0,0,0,0,0,1,1,2
SAO JOAO DA PARAUNA,522005,Chumbo,GO,23,6,9,5,3,0,3,0.17647058823529413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO JOAO DA PONTE,316240,Chumbo,MG,24,7,0,0,17,0,17,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
SAO JOAO DA URTIGA,431842,Chumbo,RS,63,3,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS DUAS PONTES,354920,Chumbo,SP,25,5,6,12,2,0,2,0.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO JOAO DAS MISSOES,316245,Chumbo,MG,11,11,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DEL REI,316250,Chumbo,MG,21,19,0,2,0,0,0,0,0,0,1,0,1,0,0,0,4,33,1,68,0,0,0,0,0,0,0,5
SAO JOAO DO CAIUA,412490,Chumbo,PR,15,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
SAO JOAO DO ITAPERIU,421635,Chumbo,SC,32,2,0,15,14,1,15,0.5,0.03333333333333333,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0
SAO JOAO DO IVAI,412500,Chumbo,PR,57,0,27,27,3,0,3,0.05263157894736842,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
SAO JOAO DO MANHUACU,316255,Chumbo,MG,17,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
SAO JOAO DO ORIENTE,316260,Chumbo,MG,27,15,2,2,8,0,8,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO PARAISO,316270,Chumbo,MG,19,14,0,0,5,0,5,1,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO SUL,421640,Chumbo,SC,37,0,3,19,15,0,15,0.40540540540540543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO TRIUNFO,412510,Chumbo,PR,20,0,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SAO JOAO EVANGELISTA,316280,Chumbo,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
SAO JOAQUIM,421650,Chumbo,SC,64,0,4,51,9,0,9,0.140625,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,1
SAO JORGE,431844,Chumbo,RS,31,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE D'OESTE,412520,Chumbo,PR,51,0,25,26,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0
SAO JORGE DO PATROCINIO,412535,Chumbo,PR,19,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAO JOSE DA BARRA,316294,Chumbo,MG,37,29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
SAO JOSE DA BOA VISTA,412540,Chumbo,PR,36,1,12,20,2,1,3,0.08571428571428572,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA SAFIRA,316300,Chumbo,MG,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA VITORIA,292935,Chumbo,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS PALMEIRAS,412545,Chumbo,PR,19,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DE UBA,330513,Chumbo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO ALEGRE,316320,Chumbo,MG,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO CALCADO,320480,Chumbo,ES,20,2,1,14,2,1,3,0.16666666666666666,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO JOSE DO CERRITO,421680,Chumbo,SC,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO GOIABAL,316340,Chumbo,MG,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,431846,Chumbo,RS,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,431849,Chumbo,RS,27,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO JACUIPE,292937,Chumbo,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO MANTIMENTO,316360,Chumbo,MG,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,431850,Chumbo,RS,44,3,33,8,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,1
SAO JOSE DO OURO,431860,Chumbo,RS,24,0,19,5,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,431862,Chumbo,RS,30,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS CAMPOS,354990,Chumbo,SP,641,193,256,191,1,0,1,0.002232142857142857,0,0,0,3,2,0,7,0,1,599,20,58,8,2,0,3,0,0,1,18
SAO JOSE DOS PINHAIS,412550,Chumbo,PR,109,0,72,30,7,0,7,0.06422018348623854,0,0,1,2,5,2,26,1,8,423,38,84,1,0,0,5,0,10,1,30
SAO LOURENCO DA SERRA,354995,Chumbo,SP,52,4,16,23,4,5,9,0.1875,0.10416666666666667,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,1
SAO LOURENCO DO OESTE,421690,Chumbo,SC,16,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,3,0,0,0,0,0,0,0,1
SAO LOURENCO DO SUL,431880,Chumbo,RS,19,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,2
SAO LUIS DE MONTES BELOS,522010,Chumbo,GO,39,14,18,3,4,0,4,0.16,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,2
SAO LUIS DO PARAITINGA,355000,Chumbo,SP,55,15,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO LUIZ DO NORTE,522015,Chumbo,GO,22,0,9,11,2,0,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAO LUIZ GONZAGA,431890,Chumbo,RS,52,0,46,6,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0
SAO MANOEL DO PARANA,412555,Chumbo,PR,20,2,10,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO MANUEL,355010,Chumbo,SP,76,30,17,16,13,0,13,0.2826086956521739,0,0,0,0,2,0,0,0,0,20,0,3,0,0,0,0,0,0,0,2
SAO MARCOS,431900,Chumbo,RS,34,5,19,8,2,0,2,0.06896551724137931,0,0,0,0,0,0,0,0,0,39,15,20,0,0,0,0,0,2,0,2
SAO MARTINHO,421710,Chumbo,SC,35,0,3,27,5,0,5,0.14285714285714285,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SAO MARTINHO,431910,Chumbo,RS,50,0,39,10,0,1,1,0.02,0.02,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
SAO MATEUS DO SUL,412560,Chumbo,PR,32,2,13,17,0,0,0,0,0,0,0,0,2,0,1,0,0,28,0,6,0,0,0,0,0,0,0,2
SAO MIGUEL ARCANJO,355020,Chumbo,SP,23,10,0,12,1,0,1,0.07692307692307693,0,0,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,5
SAO MIGUEL DAS MATAS,292940,Chumbo,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DAS MISSOES,431915,Chumbo,RS,21,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
SAO MIGUEL DO ANTA,316380,Chumbo,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DO ARAGUAIA,522020,Chumbo,GO,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0
SAO MIGUEL DO IGUACU,412570,Chumbo,PR,80,0,40,39,1,0,1,0.0125,0,0,0,0,0,0,1,0,0,33,0,6,0,0,0,0,0,0,0,2
SAO MIGUEL DO OESTE,421720,Chumbo,SC,40,0,4,34,2,0,2,0.05,0,0,0,0,0,0,0,0,0,28,1,5,0,0,0,0,0,0,0,2
SAO MIGUEL DO TOCANTINS,172020,Chumbo,TO,24,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO NICOLAU,431920,Chumbo,RS,24,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO PATRICIO,522028,Chumbo,GO,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PAULO,355030,Chumbo,SP,69,2,26,24,16,1,17,0.2537313432835821,0.014925373134328358,19,18,33,89,12,227,71,156,2794,282,1785,96,16,4,42,12,161,54,542
SAO PEDRO DA UNIAO,316390,Chumbo,MG,15,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IGUACU,412575,Chumbo,PR,57,0,30,25,1,1,2,0.03508771929824561,0.017543859649122806,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
SAO PEDRO DO IVAI,412580,Chumbo,PR,47,1,25,21,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO PARANA,412590,Chumbo,PR,30,1,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SAO PEDRO DO SUACUI,316410,Chumbo,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SAO PEDRO DO SUL,431940,Chumbo,RS,88,0,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
SAO PEDRO DOS FERROS,316400,Chumbo,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
SAO ROMAO,316420,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
SAO ROQUE,355060,Chumbo,SP,41,0,18,18,5,0,5,0.12195121951219512,0,0,0,1,4,0,9,0,0,39,3,7,2,0,0,0,0,3,2,2
SAO ROQUE DE MINAS,316430,Chumbo,MG,19,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SAO ROQUE DO CANAA,320495,Chumbo,ES,15,0,0,14,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO,355070,Chumbo,SP,106,0,55,50,1,0,1,0.009433962264150943,0,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,1
SAO SEBASTIAO DA AMOREIRA,412600,Chumbo,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO ALTO,330530,Chumbo,RJ,30,4,0,3,23,0,23,0.8846153846153846,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO CAI,431950,Chumbo,RS,26,1,22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,4,0,0,0,0,0,0,0,8
SAO SEBASTIAO DO OESTE,316460,Chumbo,MG,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
SAO SEBASTIAO DO PARAISO,316470,Chumbo,MG,39,21,0,18,0,0,0,0,0,0,0,1,1,0,3,0,0,10,2,4,0,0,0,0,0,2,0,2
SAO SEBASTIAO DO PASSE,292950,Chumbo,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,11,2,2,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO TOCANTINS,172030,Chumbo,TO,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO SEPE,431960,Chumbo,RS,53,0,33,18,1,1,2,0.03773584905660377,0.018867924528301886,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SAO TIAGO,316500,Chumbo,MG,45,37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO TOMAS DE AQUINO,316510,Chumbo,MG,14,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SAO TOME,412610,Chumbo,PR,20,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
SAO VALENTIM,431970,Chumbo,RS,34,2,27,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAO VALERIO,172049,Chumbo,TO,8,1,0,6,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAO VICENTE,355100,Chumbo,SP,28,0,12,16,0,0,0,0,0,0,0,0,1,0,1,0,0,75,1,20,0,0,0,0,0,1,0,21
SAO VICENTE DE MINAS,316530,Chumbo,MG,16,16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
