municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_600001,cnae_891600,cnae_1313800,cnae_1340502,cnae_2019399,cnae_2031200,cnae_2061400,cnae_2033900,cnae_2093200,cnae_2211100,cnae_2212900,cnae_2219600,cnae_2311700,cnae_2342701,cnae_2342702,cnae_2349401,cnae_2349499,cnae_2399199
ARAUA,280040,Bário,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ARAUCARIA,410180,Bário,PR,60,8,5,30,17,0,17,0.3269230769230769,0,2,0,0,0,2,0,3,0,2,1,13,7,1,0,9,0,2,10
ARAXA,310400,Bário,MG,10,6,0,4,0,0,0,0,0,0,7,0,0,1,0,8,0,0,0,3,4,0,0,10,0,8,3
ARCEBURGO,310410,Bário,MG,18,14,0,2,2,0,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0
ARCO-IRIS,350335,Bário,SP,20,3,1,4,12,0,12,0.7058823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
ARCOS,310420,Bário,MG,25,13,2,0,10,0,10,0.8333333333333334,0,0,4,0,0,4,0,1,0,0,0,9,2,0,0,22,0,0,5
AREALVA,350340,Bário,SP,110,13,29,39,29,0,29,0.29896907216494845,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
AREIA BRANCA,280050,Bário,SE,8,0,0,0,8,0,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0
AREIOPOLIS,350360,Bário,SP,23,9,9,4,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
ARENOPOLIS,520235,Bário,GO,33,2,7,12,11,1,12,0.3870967741935484,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIRANHA DO IVAI,410185,Bário,PR,19,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAZEM,420150,Bário,SC,65,8,0,10,46,1,47,0.8245614035087719,0.017543859649122806,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ARRAIAS,170240,Bário,TO,21,13,0,2,6,0,6,0.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROIO DO MEIO,430100,Bário,RS,58,4,13,16,25,0,25,0.46296296296296297,0,0,0,0,0,1,0,10,0,0,0,3,6,0,0,20,0,1,0
ARROIO DO PADRE,430107,Bário,RS,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROIO DO TIGRE,430120,Bário,RS,66,9,44,8,5,0,5,0.08771929824561403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ARROIO DOS RATOS,430110,Bário,RS,48,8,2,14,24,0,24,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,3,0
ARROIO GRANDE,430130,Bário,RS,49,0,0,5,44,0,44,0.8979591836734694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ARROIO TRINTA,420160,Bário,SC,18,1,2,9,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
ARUANA,520250,Bário,GO,24,8,3,0,13,0,13,0.8125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0
ARVOREZINHA,430140,Bário,RS,114,6,97,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0
ASCURRA,420170,Bário,SC,32,0,0,0,32,0,32,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,0
ASPASIA,350395,Bário,SP,23,6,0,3,14,0,14,0.8235294117647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAI,410190,Bário,PR,23,0,12,11,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,1,0,0,0,0,0,1
ASSIS,350400,Bário,SP,23,0,11,3,9,0,9,0.391304347826087,0,0,0,0,0,0,0,5,0,0,0,7,6,0,0,6,0,3,8
ASSIS CHATEAUBRIAND,410200,Bário,PR,168,12,48,100,8,0,8,0.05128205128205128,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,10,0,0,1
ASTOLFO DUTRA,310460,Bário,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,2,0,1,0
ASTORGA,410210,Bário,PR,95,13,24,13,45,0,45,0.5487804878048781,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0
ATALAIA,270040,Bário,AL,143,127,0,8,8,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ATALAIA,410220,Bário,PR,14,0,2,5,7,0,7,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATALANTA,420180,Bário,SC,28,2,0,2,24,0,24,0.9230769230769231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATALEIA,310470,Bário,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ATILIO VIVACQUA,320070,Bário,ES,17,1,0,7,9,0,9,0.5625,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
AUGUSTINOPOLIS,170255,Bário,TO,51,28,10,1,12,0,12,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AUGUSTO DE LIMA,310480,Bário,MG,14,3,1,9,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUREA,430155,Bário,RS,33,3,1,5,24,0,24,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
AURELINO LEAL,290240,Bário,BA,27,19,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
AURIFLAMA,350420,Bário,SP,15,0,0,3,12,0,12,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AURILANDIA,520260,Bário,GO,14,2,1,1,10,0,10,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURORA DO TOCANTINS,170270,Bário,TO,10,0,0,7,3,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
AVAI,350430,Bário,SP,36,17,4,6,9,0,9,0.47368421052631576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVARE,350450,Bário,SP,70,18,0,14,38,0,38,0.7307692307692307,0,0,0,0,1,0,1,1,0,1,0,6,6,0,2,9,0,10,0
AVELINOPOLIS,520280,Bário,GO,14,3,3,3,5,0,5,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BABACULANDIA,170300,Bário,TO,30,0,2,7,21,0,21,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
BAIANOPOLIS,290250,Bário,BA,14,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
BALBINOS,350470,Bário,SP,23,1,0,9,13,0,13,0.5909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BALDIM,310500,Bário,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BALIZA,520310,Bário,GO,3,0,2,0,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALNEARIO BARRA DO SUL,420205,Bário,SC,12,0,0,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BALNEARIO PICARRAS,421280,Bário,SC,35,1,0,8,25,1,26,0.7647058823529411,0.029411764705882353,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11,0,2,0
BALNEARIO PINHAL,430163,Bário,RS,38,0,5,20,13,0,13,0.34210526315789475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BALSA NOVA,410230,Bário,PR,112,25,24,38,25,0,25,0.28735632183908044,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,24,0,5,0
BAMBUI,310510,Bário,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
BANANAL,350490,Bário,SP,30,6,2,18,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANDEIRA,310520,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANDEIRANTE,420208,Bário,SC,37,4,3,5,25,0,25,0.7575757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANDEIRANTES DO TOCANTINS,170305,Bário,TO,15,1,0,9,5,0,5,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BANZAE,290265,Bário,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO,430165,Bário,RS,23,4,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BARAO DE ANTONINA,350500,Bário,SP,15,4,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DE COCAIS,310540,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1
BARAO DE COTEGIPE,430170,Bário,RS,77,2,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DO TRIUNFO,430175,Bário,RS,17,0,3,5,9,0,9,0.5294117647058824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
BARBACENA,310560,Bário,MG,8,8,0,0,0,0,0,NA,NA,0,0,1,0,1,0,3,0,0,0,2,3,1,0,14,0,3,0
BARBOSA FERRAZ,410250,Bário,PR,90,1,43,44,2,0,2,0.02247191011235955,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
BARRA BONITA,420209,Bário,SC,24,1,2,8,13,0,13,0.5652173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BARRA DE SANTO ANTONIO,270050,Bário,AL,76,68,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DE SAO FRANCISCO,320090,Bário,ES,20,0,0,12,8,0,8,0.4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,4
BARRA DO CHAPEU,350535,Bário,SP,39,3,0,7,29,0,29,0.8055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO CHOCA,290290,Bário,BA,23,18,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BARRA DO GUARITA,430185,Bário,RS,17,0,8,4,5,0,5,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO JACARE,410270,Bário,PR,20,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BARRA DO OURO,170307,Bário,TO,20,0,0,13,7,0,7,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
BARRA DO QUARAI,430187,Bário,RS,32,0,6,13,13,0,13,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO RIBEIRO,430190,Bário,RS,81,2,0,19,60,0,60,0.759493670886076,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,1,0
BARRA DO ROCHA,290310,Bário,BA,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO TURVO,350540,Bário,SP,18,0,4,3,11,0,11,0.6111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BARRA DOS COQUEIROS,280060,Bário,SE,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
BARRA LONGA,310570,Bário,MG,22,6,10,2,4,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA VELHA,420210,Bário,SC,25,0,0,3,22,0,22,0.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0
BARRACAO,430180,Bário,RS,38,0,22,9,7,0,7,0.18421052631578946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BARREIRAS,290320,Bário,BA,40,34,0,6,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,9,2,0,0,13,0,8,2
BARRO ALTO,520320,Bário,GO,29,7,10,4,8,0,8,0.36363636363636365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0
BARROLANDIA,170310,Bário,TO,22,8,0,12,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0
BARROS CASSAL,430200,Bário,RS,50,0,18,4,28,0,28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
BARROSO,310590,Bário,MG,18,18,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
BARUERI,350570,Bário,SP,20,0,6,12,2,0,2,0.1,0,0,1,2,0,5,3,10,0,21,0,2,46,4,0,0,0,13,12
BASTOS,350580,Bário,SP,45,10,9,4,22,0,22,0.6285714285714286,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
BATAGUASSU,500190,Bário,MS,42,10,10,12,10,0,10,0.3125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,1,0
BATAYPORA,500200,Bário,MS,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0
BELA VISTA DA CAROBA,410275,Bário,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELA VISTA DE GOIAS,520330,Bário,GO,102,8,39,7,48,0,48,0.5106382978723404,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,3,2
BELA VISTA DO PARAISO,410280,Bário,PR,34,0,5,19,10,0,10,0.29411764705882354,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0
BELA VISTA DO TOLDO,420213,Bário,SC,43,0,0,3,40,0,40,0.9302325581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BELMONTE,290340,Bário,BA,19,13,0,5,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
BELO HORIZONTE,310620,Bário,MG,61,19,11,8,23,0,23,0.5476190476190477,0,21,12,4,3,5,6,81,1,15,6,48,195,11,5,31,3,221,51
BELO VALE,310640,Bário,MG,21,14,0,2,5,0,5,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENEDITO NOVO,420220,Bário,SC,66,1,0,4,61,0,61,0.9384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1
BENTO DE ABREU,350620,Bário,SP,19,5,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,430210,Bário,RS,53,2,20,3,28,0,28,0.5490196078431373,0,0,0,0,0,0,1,14,0,4,4,8,17,0,0,5,0,6,3
BERIZAL,310665,Bário,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BERNARDINO DE CAMPOS,350630,Bário,SP,14,0,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERNARDO SAYAO,170320,Bário,TO,10,0,0,5,5,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BERTIOGA,350635,Bário,SP,113,1,48,57,7,0,7,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
BETIM,310670,Bário,MG,22,4,0,14,4,0,4,0.2222222222222222,0,1,0,0,0,3,1,16,0,3,0,24,43,11,0,16,0,16,5
BIGUACU,420230,Bário,SC,12,0,0,1,11,0,11,0.9166666666666666,0,0,1,0,0,0,0,6,0,1,0,3,2,3,0,1,0,3,0
BIQUINHAS,310700,Bário,MG,12,0,6,5,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRITIBA-MIRIM,350660,Bário,SP,72,12,27,18,15,0,15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIRITINGA,290360,Bário,BA,19,17,0,1,1,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
BITURUNA,410290,Bário,PR,51,0,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BOA ESPERANCA,320100,Bário,ES,12,0,0,6,6,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
BOA ESPERANCA,410300,Bário,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
BOA ESPERANCA DO IGUACU,410302,Bário,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA NOVA,290370,Bário,BA,17,13,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BOA VISTA DA APARECIDA,410305,Bário,PR,34,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOA VISTA DO BURICA,430220,Bário,RS,13,0,2,4,7,0,7,0.5384615384615384,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
BOA VISTA DO TUPIM,290380,Bário,BA,56,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
BOCAINA,350680,Bário,SP,75,7,15,19,34,0,34,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
BOCAINA DO SUL,420243,Bário,SC,30,20,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAIUVA DO SUL,410310,Bário,PR,20,2,4,7,7,0,7,0.3888888888888889,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1
BODOQUENA,500215,Bário,MS,20,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BOFETE,350690,Bário,SP,76,17,0,14,45,0,45,0.7627118644067796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,1
BOITUVA,350700,Bário,SP,20,1,0,5,14,0,14,0.7368421052631579,0,0,0,0,0,1,0,0,0,1,0,0,3,3,1,4,0,1,3
BOM JARDIM,330050,Bário,RJ,12,5,0,1,6,0,6,0.8571428571428571,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,2,0,3,0
BOM JARDIM DA SERRA,420250,Bário,SC,30,0,0,6,24,0,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM JARDIM DE MINAS,310750,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS,420253,Bário,SC,19,1,0,3,15,0,15,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS,430230,Bário,RS,57,1,26,11,19,0,19,0.3392857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BOM JESUS DE GOIAS,520350,Bário,GO,25,5,6,4,10,0,10,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
BOM JESUS DO AMPARO,310770,Bário,MG,14,9,0,3,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOM JESUS DO GALHO,310780,Bário,MG,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO NORTE,320110,Bário,ES,12,0,0,6,6,0,6,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
BOM JESUS DO OESTE,420257,Bário,SC,23,4,6,9,4,0,4,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOM JESUS DO SUL,410315,Bário,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BOM PROGRESSO,430237,Bário,RS,9,0,1,5,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
BOM REPOUSO,310790,Bário,MG,14,10,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO,420260,Bário,SC,44,3,0,6,35,0,35,0.8536585365853658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOM RETIRO DO SUL,430240,Bário,RS,23,0,9,7,7,0,7,0.30434782608695654,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
BOM SUCESSO,410320,Bário,PR,17,0,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
BOM SUCESSO DE ITARARE,350715,Bário,SP,8,1,0,1,6,0,6,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BOM SUCESSO DO SUL,410322,Bário,PR,25,0,4,11,10,0,10,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BONFIM,310810,Bário,MG,17,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
BONFINOPOLIS,520355,Bário,GO,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BONFINOPOLIS DE MINAS,310820,Bário,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
BONINAL,290400,Bário,BA,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BONITO,290405,Bário,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BONITO,500220,Bário,MS,21,11,9,0,1,0,1,0.1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,9,0,6,0
BONITO DE MINAS,310825,Bário,MG,13,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONOPOLIS,520357,Bário,GO,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BOQUEIRAO DO LEAO,430245,Bário,RS,31,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BOQUIM,280067,Bário,SE,18,12,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BORA,350720,Bário,SP,11,0,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BORACEIA,350730,Bário,SP,21,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0
BORDA DA MATA,310830,Bário,MG,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
BORRAZOPOLIS,410330,Bário,PR,30,1,5,13,11,0,11,0.3793103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
BOSSOROCA,430250,Bário,RS,38,1,31,1,5,0,5,0.13513513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
BOTELHOS,310840,Bário,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
BOTUCATU,350750,Bário,SP,160,56,12,15,77,0,77,0.7403846153846154,0,0,0,0,0,2,0,4,0,1,0,1,7,0,2,1,0,9,3
BOTUVERA,420270,Bário,SC,20,0,0,5,15,0,15,0.75,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
BRACO DO NORTE,420280,Bário,SC,36,0,0,4,32,0,32,0.8888888888888888,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,18,0,1,2
BRAGA,430260,Bário,RS,40,0,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
BRAGANCA PAULISTA,350760,Bário,SP,46,2,1,3,40,0,40,0.9090909090909091,0,0,0,0,0,1,3,10,0,2,0,3,6,3,0,235,0,8,12
BRAGANEY,410335,Bário,PR,36,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRASILANDIA,500230,Bário,MS,28,8,6,7,7,0,7,0.35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,91,0,4,0
BRASILANDIA DO SUL,410337,Bário,PR,20,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRASILANDIA DO TOCANTINS,170360,Bário,TO,13,0,0,6,7,0,7,0.5384615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRASILIA DE MINAS,310860,Bário,MG,11,9,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
BRAZABRANTES,520360,Bário,GO,39,0,5,10,24,0,24,0.6153846153846154,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,1
BRAZLANDIA,530010,Bário,DF,52,0,9,41,2,0,2,0.038461538461538464,0,0,9,1,4,3,2,43,0,2,5,24,90,32,0,44,0,184,21
BRAZOPOLIS,310890,Bário,MG,18,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,8,0,0,0
BREJETUBA,320115,Bário,ES,14,0,0,6,8,0,8,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BREJINHO DE NAZARE,170370,Bário,TO,16,0,0,11,5,0,5,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
BREJO ALEGRE,350775,Bário,SP,13,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BREJOES,290430,Bário,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRITANIA,520380,Bário,GO,14,2,2,0,10,0,10,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
