municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,consistente,prop1,prop2,cnae_161001,cnae_1071600,cnae_1072402,cnae_2022300,cnae_2029100,cnae_2031200,cnae_2072000,cnae_2091600,cnae_2093200,total_cnaes
SAO PEDRO DO SUACUI,316410,Acrilamida,MG,5,5,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO SUL,431940,Acrilamida,RS,51,0,51,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SAO ROQUE,355060,Acrilamida,SP,36,0,17,18,1,0,1,1,0.027777777777777776,0,1,0,0,0,4,1,0,1,0,7
SAO SEBASTIAO,355070,Acrilamida,SP,88,0,44,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
SAO SEBASTIAO DA AMOREIRA,412600,Acrilamida,PR,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO ALTO,330530,Acrilamida,RJ,32,0,18,0,14,0,14,1,0.4375,0,0,1,0,0,0,0,0,0,0,1
SAO SEBASTIAO DO CAI,431950,Acrilamida,RS,22,4,12,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO SEBASTIAO DO OESTE,316460,Acrilamida,MG,5,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAO SEBASTIAO DO PASSE,292950,Acrilamida,BA,2,2,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
SAO SEBASTIAO DO TOCANTINS,172030,Acrilamida,TO,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO SEPE,431960,Acrilamida,RS,35,1,21,13,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,6
SAO TIAGO,316500,Acrilamida,MG,4,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAO TOME,412610,Acrilamida,PR,16,1,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAO VALENTIM,431970,Acrilamida,RS,27,4,13,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
SAO VICENTE,355100,Acrilamida,SP,25,0,12,13,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3
SAO VICENTE DE MINAS,316530,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,2
SAO VICENTE DO SUL,431980,Acrilamida,RS,29,0,29,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SAPOPEMA,412620,Acrilamida,PR,28,5,17,3,3,0,3,1,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0
SAQUAREMA,330550,Acrilamida,RJ,4,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3
SARANDI,432010,Acrilamida,RS,31,0,21,6,4,0,4,1,0.12903225806451613,0,0,0,0,0,0,0,0,0,0,0
SARAPUI,355110,Acrilamida,SP,49,1,19,28,1,0,1,1,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0
SARUTAIA,355120,Acrilamida,SP,28,6,7,12,3,0,3,1,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0
SAUBARA,292975,Acrilamida,BA,6,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAUDADE DO IGUACU,412627,Acrilamida,PR,28,0,12,0,14,2,16,1,0.5714285714285714,0.07142857142857142,1,0,0,0,0,0,0,0,0,1
SEARA,421750,Acrilamida,SC,31,1,7,23,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
SEBASTIANOPOLIS DO SUL,355130,Acrilamida,SP,18,10,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
SEBERI,432020,Acrilamida,RS,30,0,28,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEDE NOVA,432023,Acrilamida,RS,21,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SELBACH,432030,Acrilamida,RS,31,0,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SELVIRIA,500780,Acrilamida,MS,14,1,6,4,3,0,3,1,0.23076923076923078,0,0,1,0,0,1,0,0,0,0,2
SENADOR AMARAL,316557,Acrilamida,MG,4,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SENADOR MODESTINO GONCALVES,316590,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,1
SENGES,412630,Acrilamida,PR,48,0,18,30,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,9
SENHORA DO PORTO,316610,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SENTINELA DO SUL,432035,Acrilamida,RS,18,0,17,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SERAFINA CORREA,432040,Acrilamida,RS,25,2,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SERRA,320500,Acrilamida,ES,12,5,0,5,2,0,2,1,0.2857142857142857,0,4,1,0,0,2,1,0,3,3,14
SERRA AZUL,355140,Acrilamida,SP,14,0,5,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
SERRA DA SAUDADE,316660,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
SERRA DO SALITRE,316680,Acrilamida,MG,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
SERRA DOS AIMORES,316670,Acrilamida,MG,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SERRA NEGRA,355160,Acrilamida,SP,56,1,16,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SERRANOPOLIS DE MINAS,316695,Acrilamida,MG,8,0,2,0,6,0,6,1,0.75,0,0,0,0,0,0,0,0,0,0,0
SERRANOPOLIS DO IGUACU,412635,Acrilamida,PR,30,2,10,1,17,0,17,1,0.6071428571428571,0,1,0,0,0,0,0,0,0,0,1
SERTAO,432050,Acrilamida,RS,29,1,19,9,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7
SERTAO SANTANA,432055,Acrilamida,RS,17,0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SETE BARRAS,355180,Acrilamida,SP,43,0,13,29,1,0,1,1,0.023255813953488372,0,7,0,0,0,3,0,0,0,0,10
SETE QUEDAS,500770,Acrilamida,MS,15,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEVERIANO DE ALMEIDA,432060,Acrilamida,RS,19,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
SIDROLANDIA,500790,Acrilamida,MS,44,24,20,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,11
SILVA JARDIM,330560,Acrilamida,RJ,12,0,12,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
SILVEIRA MARTINS,432065,Acrilamida,RS,23,2,10,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SILVEIRANIA,316730,Acrilamida,MG,4,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SILVEIRAS,355200,Acrilamida,SP,29,0,12,17,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
SIMOES FILHO,293070,Acrilamida,BA,2,2,0,0,0,0,0,0,NA,NA,1,0,0,0,8,11,1,3,5,29
SIMONESIA,316760,Acrilamida,MG,5,1,0,0,4,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1
SIQUEIRA CAMPOS,412660,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SITIO DO QUINTO,293076,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
SOBRADINHO,432070,Acrilamida,RS,59,1,51,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
SOBRADINHO,530010,Acrilamida,DF,13,3,0,10,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
SOBRADINHO II,530010,Acrilamida,DF,13,3,0,10,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
SOCORRO,355210,Acrilamida,SP,24,0,8,15,1,0,1,1,0.041666666666666664,0,1,1,0,0,1,0,0,0,0,3
SOLEDADE,432080,Acrilamida,RS,41,3,25,13,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,4
SONORA,500793,Acrilamida,MS,14,0,8,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
SUD MENNUCCI,355230,Acrilamida,SP,30,1,11,15,3,0,3,1,0.10344827586206896,0,0,4,0,0,0,0,0,0,0,4
SULINA,412665,Acrilamida,PR,16,1,12,0,3,0,3,1,0.2,0,0,0,0,0,0,0,0,0,0,0
SUMIDOURO,330570,Acrilamida,RJ,3,0,2,0,1,0,1,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
SUZANO,355250,Acrilamida,SP,8,0,8,0,0,0,0,1,0,0,4,0,0,0,12,0,0,2,5,23
SÃO SEBASTIAO,530010,Acrilamida,DF,33,6,0,27,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
TABULEIRO,316790,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
TACIBA,355290,Acrilamida,SP,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TACURU,500795,Acrilamida,MS,14,0,5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
TAGUAI,355300,Acrilamida,SP,20,0,6,13,1,0,1,1,0.05,0,1,0,0,0,0,0,0,0,0,1
TAGUATINGA,172090,Acrilamida,TO,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAIO,421780,Acrilamida,SC,68,0,4,60,4,0,4,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
TAIOBEIRAS,316800,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,31,0,0,0,0,31
TAMARANA,412667,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3
TAMBOARA,412670,Acrilamida,PR,14,1,5,4,4,0,4,1,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0
TANGARA,421790,Acrilamida,SC,14,0,5,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TANGUA,330575,Acrilamida,RJ,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
TANHACU,293100,Acrilamida,BA,4,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
TAPEJARA,432090,Acrilamida,RS,94,0,94,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,5
TAPERA,432100,Acrilamida,RS,56,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAPES,432110,Acrilamida,RS,8,0,8,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3
TAPIRA,316810,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
TAPIRA,412690,Acrilamida,PR,28,0,10,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAPIRAI,316820,Acrilamida,MG,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAPIRAI,355350,Acrilamida,SP,38,0,13,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2
TAPIRATIBA,355360,Acrilamida,SP,20,0,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAQUARA,432120,Acrilamida,RS,15,2,6,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
TAQUARI,432130,Acrilamida,RS,7,0,7,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,5
TAQUARITUBA,355380,Acrilamida,SP,41,2,12,26,1,0,1,1,0.02564102564102564,0,7,1,0,0,1,0,0,0,0,9
TAQUARIVAI,355385,Acrilamida,SP,86,39,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TAQUARUSSU,500797,Acrilamida,MS,27,0,12,15,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
TARABAI,355390,Acrilamida,SP,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TARUMA,355395,Acrilamida,SP,12,0,4,8,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,9
TATUI,355400,Acrilamida,SP,98,19,32,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3
TAUBATE,355410,Acrilamida,SP,73,18,21,33,1,0,1,1,0.01818181818181818,0,3,1,0,0,5,1,1,4,1,16
TAVARES,432135,Acrilamida,RS,12,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TEIXEIRA DE FREITAS,293135,Acrilamida,BA,4,4,0,0,0,0,0,0,NA,NA,10,0,0,0,10,0,0,1,1,22
TEIXEIRA SOARES,412700,Acrilamida,PR,27,11,8,2,6,0,6,1,375,0,1,0,0,0,4,0,0,0,0,5
TEIXEIRAS,316850,Acrilamida,MG,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
TEJUPA,355420,Acrilamida,SP,6,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TELEMACO BORBA,412710,Acrilamida,PR,26,0,10,16,0,0,0,1,0,0,2,0,0,0,2,1,0,0,1,6
TENENTE PORTELA,432140,Acrilamida,RS,118,0,118,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
TEODORO SAMPAIO,355430,Acrilamida,SP,29,7,9,13,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,6
TEOFILO OTONI,316860,Acrilamida,MG,4,4,0,0,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,1,4
TERENOS,500800,Acrilamida,MS,8,0,7,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
TERRA BOA,412720,Acrilamida,PR,28,0,12,15,1,0,1,1,0.03571428571428571,0,4,1,0,0,0,0,0,0,0,5
TERRA DE AREIA,432143,Acrilamida,RS,34,0,34,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
TERRA ROXA,355440,Acrilamida,SP,24,6,5,8,5,0,5,1,0.2777777777777778,0,1,0,0,0,0,2,0,0,0,3
TERRA ROXA,412740,Acrilamida,PR,44,0,14,30,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
TIBAGI,412750,Acrilamida,PR,46,0,25,16,5,0,5,1,0.10869565217391304,0,1,0,0,0,1,0,0,0,0,2
TIGRINHOS,421795,Acrilamida,SC,30,0,14,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TIJUCAS DO SUL,412760,Acrilamida,PR,48,0,37,3,8,0,8,1,0.16666666666666666,0,0,0,0,0,3,0,0,0,0,3
TIMBO GRANDE,421825,Acrilamida,SC,21,0,5,15,1,0,1,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
TIMBURI,355460,Acrilamida,SP,15,0,7,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TIMOTEO,316870,Acrilamida,MG,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
TIRADENTES,316880,Acrilamida,MG,6,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TIRADENTES DO SUL,432147,Acrilamida,RS,29,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
TOLEDO,412770,Acrilamida,PR,159,0,52,107,0,0,0,1,0,0,9,0,0,0,4,0,0,0,1,14
TOMAZINA,412780,Acrilamida,PR,28,0,10,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TORRE DE PEDRA,355465,Acrilamida,SP,20,3,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TORRES,432150,Acrilamida,RS,23,2,9,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
TORRINHA,355470,Acrilamida,SP,24,7,7,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,5
TRAJANO DE MORAES,330590,Acrilamida,RJ,44,0,4,31,9,0,9,1,0.20454545454545456,0,1,0,0,0,0,0,0,0,0,1
TRAMANDAI,432160,Acrilamida,RS,57,0,42,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
TREMEMBE,355480,Acrilamida,SP,21,6,6,9,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,3
TRES BARRAS DO PARANA,412785,Acrilamida,PR,50,0,24,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRES CACHOEIRAS,432166,Acrilamida,RS,14,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TRES CORACOES,316930,Acrilamida,MG,12,9,0,2,1,0,1,1,0.3333333333333333,0,4,0,0,0,1,0,0,2,0,7
TRES COROAS,432170,Acrilamida,RS,32,2,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRES DE MAIO,432180,Acrilamida,RS,21,2,9,9,1,0,1,1,0.05263157894736842,0,2,0,0,0,0,0,0,0,0,2
TRES FRONTEIRAS,355490,Acrilamida,SP,26,8,5,12,1,0,1,1,0.05555555555555555,0,2,0,0,0,0,0,0,0,0,2
TRES LAGOAS,500830,Acrilamida,MS,108,1,52,40,15,0,15,1,0.14018691588785046,0,8,1,0,2,9,2,0,0,2,24
TRES MARIAS,316935,Acrilamida,MG,4,1,1,2,0,0,0,1,0,0,1,1,0,0,12,0,0,0,0,14
TRES PASSOS,432190,Acrilamida,RS,23,1,10,12,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5
TREZE DE MAIO,421840,Acrilamida,SC,16,0,5,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
TREZE TILIAS,421850,Acrilamida,SC,86,5,17,60,3,1,4,1,0.04938271604938271,0.012345679012345678,1,0,0,0,0,0,0,0,0,1
TRINDADE DO SUL,432195,Acrilamida,RS,31,0,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TRIUNFO,432200,Acrilamida,RS,55,9,23,23,0,0,0,1,0,0,1,0,0,0,8,17,0,0,0,26
TROMBUDO CENTRAL,421860,Acrilamida,SC,26,0,2,22,2,0,2,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0
TUCUMA,150808,Acrilamida,PA,78,0,58,20,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
TUCUNDUVA,432210,Acrilamida,RS,32,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TUMIRITINGA,316950,Acrilamida,MG,10,6,0,2,2,0,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0
TUNAS DO PARANA,412788,Acrilamida,PR,14,0,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TUNEIRAS DO OESTE,412790,Acrilamida,PR,15,0,3,11,1,0,1,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
TUPA,355500,Acrilamida,SP,142,35,34,72,1,0,1,1,0.009345794392523364,0,5,1,0,0,0,0,0,0,0,6
TUPANCIRETA,432220,Acrilamida,RS,51,0,51,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
TUPARENDI,432230,Acrilamida,RS,41,0,41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TURIUBA,355520,Acrilamida,SP,15,4,2,5,4,0,4,1,0.36363636363636365,0,0,0,0,0,0,0,0,0,0,0
TURMALINA,316970,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,1,5,0,0,0,0,6
TURMALINA,355530,Acrilamida,SP,40,12,6,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TURVO,412796,Acrilamida,PR,28,1,10,16,1,0,1,1,0.037037037037037035,0,0,0,0,0,1,0,0,0,0,1
TURVO,421880,Acrilamida,SC,60,0,7,49,4,0,4,1,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1
TURVOLANDIA,316980,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
UBA,316990,Acrilamida,MG,10,7,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UBAI,317000,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
UBAIRA,293210,Acrilamida,BA,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UBATA,293230,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
UBATUBA,355540,Acrilamida,SP,63,0,31,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
UBIRAJARA,355550,Acrilamida,SP,18,4,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
UBIRATA,412800,Acrilamida,PR,43,0,15,28,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
UMUARAMA,412810,Acrilamida,PR,92,0,37,55,0,0,0,1,0,0,3,3,0,0,10,0,0,0,0,16
UNA,293250,Acrilamida,BA,15,3,0,12,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
UNIAO DA VITORIA,412820,Acrilamida,PR,26,0,10,16,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,8
UNIAO DO OESTE,421885,Acrilamida,SC,17,2,4,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
UNIAO PAULISTA,355570,Acrilamida,SP,17,0,5,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
UNIFLOR,412830,Acrilamida,PR,17,2,5,8,2,0,2,1,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0
UNISTALDA,432237,Acrilamida,RS,29,4,12,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
URAI,412840,Acrilamida,PR,25,1,15,6,3,0,3,1,125,0,1,0,0,0,0,0,0,0,0,1
URANIA,355580,Acrilamida,SP,24,6,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
URU,355590,Acrilamida,SP,11,2,2,6,1,0,1,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
URUBICI,421890,Acrilamida,SC,32,0,5,26,1,0,1,1,0.03125,0,0,0,0,0,0,0,0,0,0,0
URUCUCA,293270,Acrilamida,BA,5,1,0,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
URUCUIA,317052,Acrilamida,MG,6,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
URUPEMA,421895,Acrilamida,SC,63,0,12,45,5,1,6,1,0.09523809523809523,0.015873015873015872,0,0,0,0,0,0,0,0,0,0
VACARIA,432250,Acrilamida,RS,30,3,13,14,0,0,0,1,0,0,7,0,0,0,2,0,0,1,0,10
VALENTIM GENTIL,355610,Acrilamida,SP,19,3,5,11,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3
VARGEAO,421910,Acrilamida,SC,29,0,6,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VARGEM,355635,Acrilamida,SP,16,0,8,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
VARGEM ALEGRE,317057,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
VARGEM BONITA,421917,Acrilamida,SC,63,5,9,48,1,0,1,1,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0
VARGEM GRANDE DO RIO PARDO,317065,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,1
VARGEM GRANDE PAULISTA,355645,Acrilamida,SP,16,0,9,7,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,6
VARGINHA,317070,Acrilamida,MG,6,4,0,2,0,0,0,1,0,0,2,0,0,1,1,0,0,2,0,6
VARJAO DE MINAS,317075,Acrilamida,MG,4,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
VARZEA DA PALMA,317080,Acrilamida,MG,9,7,0,0,2,0,2,1,1,0,2,0,0,0,17,0,0,0,1,20
VARZEA PAULISTA,355650,Acrilamida,SP,17,0,4,12,1,0,1,1,0.058823529411764705,0,0,0,0,1,1,0,0,0,0,2
VARZELANDIA,317090,Acrilamida,MG,11,3,0,0,8,0,8,1,1,0,1,0,0,0,0,0,0,0,0,1
VASSOURAS,330620,Acrilamida,RJ,16,0,14,0,2,0,2,1,125,0,0,0,0,0,0,0,0,0,0,0
VAZANTE,317100,Acrilamida,MG,16,1,0,1,14,0,14,1,0.9333333333333333,0,1,0,0,0,1,0,0,0,0,2
VENANCIO AIRES,432260,Acrilamida,RS,64,6,33,25,0,0,0,1,0,0,1,3,0,0,2,0,0,0,0,6
VENTANIA,412853,Acrilamida,PR,21,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VERA CRUZ DO OESTE,412855,Acrilamida,PR,44,0,15,26,3,0,3,1,0.06818181818181818,0,2,0,0,0,2,0,0,0,0,4
VERANOPOLIS,432280,Acrilamida,RS,26,1,13,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
VERDELANDIA,317103,Acrilamida,MG,16,6,1,0,9,0,9,1,0.9,0,0,0,0,0,0,0,0,0,0,0
VERE,412860,Acrilamida,PR,28,0,18,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
VEREDA,293325,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
VIAMAO,432300,Acrilamida,RS,30,0,29,1,0,0,0,1,0,0,4,1,0,0,1,1,0,1,1,9
VIANOPOLIS,522200,Acrilamida,GO,2,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3
VICENTE DUTRA,432310,Acrilamida,RS,24,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VICENTINA,500840,Acrilamida,MS,36,0,13,22,1,0,1,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0
VICTOR GRAEFF,432320,Acrilamida,RS,15,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VIDAL RAMOS,421920,Acrilamida,SC,16,0,2,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
VIDEIRA,421930,Acrilamida,SC,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
VILA NOVA DO SUL,432345,Acrilamida,RS,31,1,18,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VIRGEM DA LAPA,317160,Acrilamida,MG,4,4,0,0,0,0,0,0,NA,NA,1,0,0,0,1,0,0,0,0,2
VIRGOLANDIA,317190,Acrilamida,MG,3,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
VIRMOND,412865,Acrilamida,PR,28,0,10,8,10,0,10,1,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0
VISTA GAUCHA,432370,Acrilamida,RS,22,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VITOR MEIRELES,421935,Acrilamida,SC,20,0,2,17,0,1,1,1,0.05,0.05,0,0,0,0,1,0,0,0,0,1
VITORIA BRASIL,355695,Acrilamida,SP,23,6,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
