municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,consistente,prop1,prop2,cnae_161001,cnae_1071600,cnae_1072402,cnae_2022300,cnae_2029100,cnae_2031200,cnae_2072000,cnae_2091600,cnae_2093200,total_cnaes
PASSOS MAIA,421227,Acrilamida,SC,15,1,5,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PATIS,314795,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PATO BRANCO,411850,Acrilamida,PR,16,0,16,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
PATOS DE MINAS,314800,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,29,1,0,0,3,0,0,0,1,34
PATY DO ALFERES,330385,Acrilamida,RJ,4,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
PAU BRASIL,292390,Acrilamida,BA,7,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PAULA FREITAS,411860,Acrilamida,PR,42,0,15,19,8,0,8,1,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,1
PAULINIA,353650,Acrilamida,SP,26,3,6,17,0,0,0,1,0,0,1,3,0,1,10,3,0,2,4,24
PAULISTANIA,353657,Acrilamida,SP,17,0,7,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
PAULISTAS,314840,Acrilamida,MG,8,8,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
PAULO DE FARIA,353660,Acrilamida,SP,16,0,5,11,0,0,0,1,0,0,1,47,0,0,0,0,0,0,0,48
PAULO FRONTIN,411870,Acrilamida,PR,58,0,20,38,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
PAULO LOPES,421230,Acrilamida,SC,49,0,12,36,1,0,1,1,0.02040816326530612,0,0,0,0,0,0,0,0,0,0,0
PAVERAMA,431415,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
PECANHA,314860,Acrilamida,MG,6,4,2,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,13
PEDERNEIRAS,353670,Acrilamida,SP,117,13,26,78,0,0,0,1,0,0,5,0,0,0,4,0,0,0,0,9
PEDRA AZUL,314870,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PEDRA BELA,353680,Acrilamida,SP,18,0,8,10,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,6
PEDRA DO ANTA,314880,Acrilamida,MG,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PEDRA DO INDAIA,314890,Acrilamida,MG,8,2,1,1,4,0,4,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1
PEDRANOPOLIS,353690,Acrilamida,SP,57,13,12,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAS ALTAS,431417,Acrilamida,RS,9,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PEDRAS DE MARIA DA CRUZ,314915,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,2
PEDREGULHO,353700,Acrilamida,SP,63,0,26,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
PEDRINHAS,280510,Acrilamida,SE,4,0,0,2,2,0,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0
PEDRINHAS PAULISTA,353715,Acrilamida,SP,6,0,4,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
PEDRO DE TOLEDO,353720,Acrilamida,SP,25,3,6,15,0,1,1,1,0.045454545454545456,0.045454545454545456,0,0,0,0,0,0,0,0,0,0
PEDRO GOMES,500640,Acrilamida,MS,22,0,15,7,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,9
PEDRO LEOPOLDO,314930,Acrilamida,MG,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2
PEDRO OSORIO,431420,Acrilamida,RS,15,0,7,7,1,0,1,1,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,1
PEIXE,171660,Acrilamida,TO,12,0,4,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
PEJUCARA,431430,Acrilamida,RS,24,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PEREIRAS,353750,Acrilamida,SP,50,3,18,28,1,0,1,1,0.02127659574468085,0,3,0,0,0,0,0,0,0,0,3
PERITIBA,421260,Acrilamida,SC,18,0,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PEROBAL,411885,Acrilamida,PR,29,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
PEROLA,411890,Acrilamida,PR,16,0,6,6,4,0,4,1,0.25,0,0,0,0,0,3,0,0,0,0,3
PEROLA D'OESTE,411900,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2
PERUIBE,353760,Acrilamida,SP,54,0,18,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PESCARIA BRAVA,421265,Acrilamida,SC,26,2,9,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PETROLANDIA,421270,Acrilamida,SC,20,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PIACATU,353770,Acrilamida,SP,21,1,5,11,4,0,4,1,0.2,0,1,0,0,0,0,0,0,0,0,1
PIEDADE,353780,Acrilamida,SP,57,7,20,30,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3
PIEDADE DE CARATINGA,315015,Acrilamida,MG,3,0,0,1,2,0,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0
PIEDADE DO RIO GRANDE,315030,Acrilamida,MG,6,6,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,2
PIEN,411910,Acrilamida,PR,53,1,35,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PILAR DO SUL,353790,Acrilamida,SP,59,0,26,33,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,4
PINDAMONHANGABA,353800,Acrilamida,SP,36,4,12,18,2,0,2,1,0.0625,0,1,0,0,0,2,5,2,2,1,13
PINHAIS,411915,Acrilamida,PR,41,0,24,15,1,1,2,1,0.04878048780487805,0.024390243902439025,2,1,0,0,1,2,4,7,11,28
PINHAL DE SAO BENTO,411925,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHALAO,411920,Acrilamida,PR,32,0,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHALZINHO,353820,Acrilamida,SP,48,0,21,26,0,1,1,1,0.020833333333333332,0.020833333333333332,0,0,0,0,3,0,0,0,0,3
PINHALZINHO,421290,Acrilamida,SC,25,4,2,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHAO,411930,Acrilamida,PR,59,2,28,28,1,0,1,1,0.017543859649122806,0,2,0,0,0,4,0,0,0,0,6
PINHEIRAL,330395,Acrilamida,RJ,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
PINHEIRINHO DO VALE,431449,Acrilamida,RS,8,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO MACHADO,431450,Acrilamida,RS,53,1,24,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRO PRETO,421300,Acrilamida,SC,30,0,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINTO BANDEIRA,431454,Acrilamida,RS,27,2,12,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PINTOPOLIS,315057,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PIQUEROBI,353830,Acrilamida,SP,11,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PIRACAIA,353860,Acrilamida,SP,23,0,8,14,1,0,1,1,0.043478260869565216,0,0,0,0,0,7,0,0,0,3,10
PIRAI,330400,Acrilamida,RJ,14,0,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PIRAI DO SUL,411940,Acrilamida,PR,30,0,10,19,0,1,1,1,0.03333333333333333,0.03333333333333333,2,0,0,0,0,0,1,0,0,3
PIRAJU,353880,Acrilamida,SP,22,5,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PIRAJUBA,315070,Acrilamida,MG,2,0,0,1,1,0,1,1,0.5,0,1,1,0,0,0,0,0,0,0,2
PIRANGUCU,315090,Acrilamida,MG,2,0,0,1,1,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0
PIRAPORA DO BOM JESUS,353910,Acrilamida,SP,74,4,29,40,1,0,1,1,0.014285714285714285,0,0,0,0,0,1,0,0,0,0,1
PIRAPOZINHO,353920,Acrilamida,SP,11,0,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
PIRATINI,431460,Acrilamida,RS,12,0,8,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PIRATININGA,353940,Acrilamida,SP,64,0,17,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PITANGA,411960,Acrilamida,PR,26,0,10,16,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3
PITANGUI,315140,Acrilamida,MG,5,2,1,0,2,0,2,1,0.6666666666666666,0,0,2,0,0,8,0,0,0,0,10
PLANALTINA,521760,Acrilamida,GO,12,12,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,1
PLANALTINA,530010,Acrilamida,DF,20,5,0,15,0,0,0,1,0,0,52,8,0,0,12,2,1,2,2,79
PLANALTINA DO PARANA,411970,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTO,353960,Acrilamida,SP,19,0,5,14,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,5
PLANALTO,411980,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLANALTO,431470,Acrilamida,RS,11,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLATINA,353970,Acrilamida,SP,8,0,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
POCO FUNDO,315170,Acrilamida,MG,1,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,1,0,0,0,2
POLONI,353990,Acrilamida,SP,20,0,5,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
PONGAI,354010,Acrilamida,SP,17,0,4,12,1,0,1,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
PONTA GROSSA,411990,Acrilamida,PR,62,2,22,30,8,0,8,1,0.13333333333333333,0,25,2,0,0,2,1,0,2,2,34
PONTA PORA,500660,Acrilamida,MS,120,0,57,63,0,0,0,1,0,0,7,0,0,0,2,0,0,0,2,11
PONTAL DO PARANA,411995,Acrilamida,PR,20,0,11,3,6,0,6,1,0.3,0,2,0,0,0,0,0,0,0,0,2
PONTALINDA,354025,Acrilamida,SP,23,6,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PONTE ALTA,421330,Acrilamida,SC,25,0,2,18,5,0,5,1,0.2,0,0,0,0,0,0,0,0,0,0,0
PONTE ALTA DO NORTE,421335,Acrilamida,SC,29,0,6,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2
PONTE SERRADA,421340,Acrilamida,SC,31,1,7,23,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,6
PONTES GESTAL,354030,Acrilamida,SP,6,0,6,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3
PONTO CHIQUE,315213,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
POPULINA,354040,Acrilamida,SP,42,10,11,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
PORANGABA,354050,Acrilamida,SP,23,4,8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PORANGATU,521800,Acrilamida,GO,4,4,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
PORECATU,412000,Acrilamida,PR,15,0,5,10,0,0,0,1,0,0,3,8,0,0,2,0,0,0,0,13
PORTEIRINHA,315220,Acrilamida,MG,6,1,1,1,3,0,3,1,0.6,0,0,0,0,0,1,0,0,0,0,1
PORTELANDIA,521810,Acrilamida,GO,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PORTO AMAZONAS,412010,Acrilamida,PR,14,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
PORTO BELO,421350,Acrilamida,SC,8,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PORTO LUCENA,431500,Acrilamida,RS,16,0,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PORTO MURTINHO,500690,Acrilamida,MS,13,8,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PORTO NACIONAL,171820,Acrilamida,TO,16,0,6,10,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,8
PORTO RICO,412020,Acrilamida,PR,11,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PORTO SEGURO,292530,Acrilamida,BA,4,4,0,0,0,0,0,0,NA,NA,2,1,0,0,0,0,0,0,0,3
PORTO UNIAO,421360,Acrilamida,SC,19,0,9,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2
PORTO VITORIA,412030,Acrilamida,PR,14,0,5,8,1,0,1,1,0.07142857142857142,0,0,0,0,0,3,0,0,0,0,3
PORTO XAVIER,431510,Acrilamida,RS,32,2,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POSSE,521830,Acrilamida,GO,4,4,0,0,0,0,0,0,NA,NA,12,6,0,0,0,0,0,0,0,18
POTIRAGUA,292540,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
POUSO ALEGRE,315250,Acrilamida,MG,8,2,0,6,0,0,0,1,0,0,6,0,0,0,1,1,0,0,0,8
POUSO REDONDO,421370,Acrilamida,SC,30,0,2,26,2,0,2,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
PRACINHA,354085,Acrilamida,SP,22,5,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRADO,292550,Acrilamida,BA,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,2,0,0,0,0,2
PRADOS,315270,Acrilamida,MG,3,3,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PRAIA GRANDE,354100,Acrilamida,SP,26,6,4,16,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
PRANCHITA,412035,Acrilamida,PR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
PRATA,315280,Acrilamida,MG,8,5,1,0,2,0,2,1,0.6666666666666666,0,4,3,0,0,0,0,0,0,8,15
PRATANIA,354105,Acrilamida,SP,23,6,7,9,1,0,1,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE ALVES,354110,Acrilamida,SP,29,6,7,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,315310,Acrilamida,MG,5,5,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
PRESIDENTE BERNARDES,354120,Acrilamida,SP,12,0,12,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3
PRESIDENTE CASTELLO BRANCO,421390,Acrilamida,SC,22,4,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE EPITACIO,354130,Acrilamida,SP,25,7,14,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
PRESIDENTE JUSCELINO,315320,Acrilamida,MG,13,4,2,6,1,0,1,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE NEREU,421410,Acrilamida,SC,20,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE OLEGARIO,315340,Acrilamida,MG,21,6,0,1,14,0,14,1,0.9333333333333333,0,4,1,0,0,4,0,0,0,0,9
PRESIDENTE PRUDENTE,354140,Acrilamida,SP,22,0,22,0,0,0,0,1,0,0,4,2,0,0,2,0,0,1,1,10
PRIMEIRO DE MAIO,412050,Acrilamida,PR,28,0,10,18,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7
PRUDENTE DE MORAIS,315360,Acrilamida,MG,8,0,0,0,8,0,8,1,1,0,0,0,0,0,7,0,0,0,0,7
PRUDENTOPOLIS,412060,Acrilamida,PR,32,1,12,19,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,4
PUTINGA,431520,Acrilamida,RS,10,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
QUADRA,354165,Acrilamida,SP,21,5,6,9,1,0,1,1,0.0625,0,0,0,0,0,0,0,0,0,0,0
QUARAI,431530,Acrilamida,RS,50,1,49,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
QUARTEL GERAL,315370,Acrilamida,MG,10,4,3,1,2,0,2,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
QUARTO CENTENARIO,412065,Acrilamida,PR,29,3,12,10,4,0,4,1,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0
QUATA,354170,Acrilamida,SP,5,0,5,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,6
QUATIGUA,412070,Acrilamida,PR,29,0,10,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
QUATRO BARRAS,412080,Acrilamida,PR,23,0,17,6,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,4
QUEDAS DO IGUACU,412090,Acrilamida,PR,30,2,10,18,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
QUEIROZ,354180,Acrilamida,SP,22,5,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QUELUZ,354190,Acrilamida,SP,13,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QUERENCIA DO NORTE,412100,Acrilamida,PR,25,0,10,15,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,4
QUILOMBO,421420,Acrilamida,SC,29,1,7,21,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,4
QUINTA DO SOL,412110,Acrilamida,PR,12,0,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
QUINTANA,354200,Acrilamida,SP,16,2,5,8,1,0,1,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0
QUITANDINHA,412120,Acrilamida,PR,15,0,5,3,7,0,7,1,0.4666666666666667,0,1,0,0,0,0,0,0,1,0,2
RAFAEL JAMBEIRO,292595,Acrilamida,BA,13,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RAMILANDIA,412125,Acrilamida,PR,24,0,12,10,2,0,2,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
RANCHO ALEGRE,412130,Acrilamida,PR,8,0,5,2,1,0,1,1,125,0,2,0,0,0,0,0,0,0,0,2
RANCHO ALEGRE D'OESTE,412135,Acrilamida,PR,14,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RANCHO QUEIMADO,421430,Acrilamida,SC,33,0,6,26,1,0,1,1,0.030303030303030304,0,0,0,0,0,0,0,0,0,0,0
REALEZA,412140,Acrilamida,PR,60,0,20,40,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4
REBOUCAS,412150,Acrilamida,PR,27,0,10,15,1,1,2,1,0.07407407407407407,0.037037037037037035,1,0,0,0,0,0,0,0,0,1
REDENCAO DA SERRA,354230,Acrilamida,SP,19,3,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
REDENTORA,431540,Acrilamida,RS,41,0,41,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3
REGENTE FEIJO,354240,Acrilamida,SP,24,0,12,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
REGISTRO,354260,Acrilamida,SP,27,1,11,15,0,0,0,1,0,0,9,0,0,0,0,1,1,0,0,11
RENASCENCA,412160,Acrilamida,PR,30,0,10,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RESENDE COSTA,315420,Acrilamida,MG,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RESERVA,412170,Acrilamida,PR,49,1,26,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
RESERVA DO IGUACU,412175,Acrilamida,PR,24,0,8,15,1,0,1,1,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0
RESSAQUINHA,315440,Acrilamida,MG,7,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RESTINGA,354270,Acrilamida,SP,17,0,7,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
RESTINGA SECA,431550,Acrilamida,RS,30,4,12,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RIACHAO DAS NEVES,292620,Acrilamida,BA,4,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
RIACHINHO,315445,Acrilamida,MG,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIACHO DOS MACHADOS,315450,Acrilamida,MG,4,2,1,0,1,0,1,1,0.5,0,0,0,0,0,1,0,0,0,0,1
RIBAS DO RIO PARDO,500710,Acrilamida,MS,14,0,6,4,4,0,4,1,0.2857142857142857,0,2,0,0,0,50,0,0,0,1,53
RIBEIRA,354280,Acrilamida,SP,56,10,12,33,0,1,1,1,0.021739130434782608,0.021739130434782608,0,0,0,0,0,0,0,0,0,0
RIBEIRA DO POMBAL,292660,Acrilamida,BA,2,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIBEIRAO BRANCO,354300,Acrilamida,SP,74,18,18,38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RIBEIRAO CORRENTE,354310,Acrilamida,SP,15,0,4,11,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
RIBEIRAO DO PINHAL,412190,Acrilamida,PR,21,4,10,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
RIBEIRAO DO SUL,354320,Acrilamida,SP,13,0,5,8,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3
RIBEIRAO DOS INDIOS,354323,Acrilamida,SP,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIRAO GRANDE,354325,Acrilamida,SP,63,12,16,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIROPOLIS,280600,Acrilamida,SE,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIFAINA,354360,Acrilamida,SP,14,1,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO AZUL,412200,Acrilamida,PR,25,0,10,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
RIO BOM,412210,Acrilamida,PR,22,0,10,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO,330430,Acrilamida,RJ,6,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3
RIO BONITO DO IGUACU,412215,Acrilamida,PR,22,2,10,0,10,0,10,1,0.5,0,1,0,0,0,1,0,0,0,0,2
RIO BRANCO,120040,Acrilamida,AC,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,2,5
RIO BRANCO DO IVAI,412217,Acrilamida,PR,16,0,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO BRANCO DO SUL,412220,Acrilamida,PR,25,0,18,5,2,0,2,1,0.08,0,0,0,0,0,1,0,0,0,1,2
RIO BRILHANTE,500720,Acrilamida,MS,69,0,22,46,1,0,1,1,0.014492753623188406,0,26,7,0,0,0,0,0,0,0,33
RIO CASCA,315490,Acrilamida,MG,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
RIO DAS ANTAS,421440,Acrilamida,SC,70,13,10,45,2,0,2,1,0.03508771929824561,0,0,0,0,0,0,2,0,0,0,2
RIO DAS OSTRAS,330452,Acrilamida,RJ,4,0,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3
RIO DE CONTAS,292670,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
RIO DE JANEIRO,330455,Acrilamida,RJ,38,24,14,0,0,0,0,1,0,0,38,17,1,14,48,22,9,26,42,217
RIO DO ANTONIO,292680,Acrilamida,BA,1,1,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1
RIO DO CAMPO,421450,Acrilamida,SC,38,0,8,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO OESTE,421460,Acrilamida,SC,20,0,2,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
RIO DO SUL,421480,Acrilamida,SC,34,0,2,29,3,0,3,1,0.08823529411764706,0,1,0,0,0,1,1,0,2,0,5
RIO DOS CEDROS,421470,Acrilamida,SC,27,0,3,20,4,0,4,1,0.14814814814814814,0,1,0,0,0,0,0,0,0,0,1
RIO DOS INDIOS,431555,Acrilamida,RS,10,0,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
RIO ESPERA,315520,Acrilamida,MG,5,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
RIO FORTUNA,421490,Acrilamida,SC,16,0,2,14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
RIO GRANDE,431560,Acrilamida,RS,49,2,32,15,0,0,0,1,0,0,4,0,0,0,2,0,0,2,2,10
RIO GRANDE DA SERRA,354410,Acrilamida,SP,16,0,8,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
RIO MANSO,315530,Acrilamida,MG,10,1,0,3,6,0,6,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Acrilamida,PR,56,1,20,22,12,1,13,1,0.23636363636363636,0.01818181818181818,1,0,0,0,0,0,0,0,1,2
RIO NEGRO,500730,Acrilamida,MS,24,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Acrilamida,MG,5,3,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
RIO PARDO,431570,Acrilamida,RS,27,3,12,12,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,4
RIO PARDO DE MINAS,315560,Acrilamida,MG,4,3,0,0,1,0,1,1,1,0,0,2,0,0,10,0,0,0,0,12
RIO PIRACICABA,315570,Acrilamida,MG,2,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1
RIO POMBA,315580,Acrilamida,MG,4,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
RIO VERDE,521880,Acrilamida,GO,1,1,0,0,0,0,0,0,NA,NA,39,1,0,0,4,0,0,1,0,45
RIO VERDE DE MATO GROSSO,500740,Acrilamida,MS,10,0,10,0,0,0,0,1,0,0,6,1,0,0,2,0,0,0,0,9
