municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_111301,cnae_111302,cnae_111303,cnae_111399,cnae_112101,cnae_112102,cnae_112199,cnae_113000,cnae_114800,cnae_115600,cnae_116401,cnae_116402,cnae_116403,cnae_116499,cnae_119901,cnae_119902,cnae_119903,cnae_119904,cnae_119905,cnae_119906,cnae_119907,cnae_119908,cnae_119909,cnae_119999,cnae_121101,cnae_121102,cnae_122900,cnae_131800,cnae_132600,cnae_133401,cnae_133402,cnae_133403,cnae_133404,cnae_133405,cnae_133406,cnae_133407,cnae_133408,cnae_133409,cnae_133410,cnae_133411,cnae_133499,cnae_134200,cnae_135100,cnae_139301,cnae_139302,cnae_139303,cnae_139304,cnae_139305,cnae_139306,cnae_139399,cnae_141501,cnae_141502,cnae_142300,cnae_151201,cnae_151202,cnae_151203,cnae_152101,cnae_152102,cnae_152103,cnae_153901,cnae_153902,cnae_154700,cnae_155501,cnae_155502,cnae_155503,cnae_155504,cnae_155505,cnae_159899,cnae_161001,cnae_161003,cnae_210101,cnae_210102,cnae_210103,cnae_210104,cnae_210105,cnae_210106,cnae_210108,cnae_220902,cnae_1013901,cnae_1052000,cnae_2012600,cnae_2013401,cnae_2013402,cnae_2019399,cnae_2092401,cnae_2092402,cnae_2110600,cnae_2121101,cnae_2122000,cnae_3839401
BURITI ALEGRE,520390,Nitrato (como N),GO,36,6,7,4,19,0,19,0.6333333333333333,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1
BURITI DE GOIAS,520393,Nitrato (como N),GO,4,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
BURITI DO TOCANTINS,170380,Nitrato (como N),TO,42,18,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
BURITINOPOLIS,520396,Nitrato (como N),GO,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITIS,310930,Nitrato (como N),MG,12,10,0,0,2,0,2,1,0,4,1,0,3,1,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,253,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0
BURITIZAL,350820,Nitrato (como N),SP,25,1,2,21,1,0,1,0.041666666666666664,0,2,28,0,0,0,0,1,369,0,47,2,0,0,1,0,1,0,0,0,1,0,0,6,13,13,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,144,115,2,0,2,0,0,0,0,15,0,1,1,7,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BUTIA,430270,Nitrato (como N),RS,10,0,3,4,3,0,3,0.3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
CAARAPO,500240,Nitrato (como N),MS,74,71,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,6,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CAATIBA,290480,Nitrato (como N),BA,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CABACEIRAS DO PARAGUACU,290485,Nitrato (como N),BA,39,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CABECEIRAS,520400,Nitrato (como N),GO,3,1,0,0,1,1,2,1,0.5,0,0,0,2,1,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
CABO DE SANTO AGOSTINHO,260290,Nitrato (como N),PE,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,5,7,0,0,7,1,2,0,0,2,0,0
CABO FRIO,330070,Nitrato (como N),RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,45,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0
CABO VERDE,310950,Nitrato (como N),MG,36,20,0,0,16,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,17,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0
CABREUVA,350840,Nitrato (como N),SP,66,7,0,7,52,0,52,0.8813559322033898,0,0,9,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,2,0,0,1,1,8,52,13,5,2,5,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,1,52,16,1,0,5,1,0,2,2,61,4,1,3,2,1,0,12,13,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0
CACADOR,420300,Nitrato (como N),SC,28,2,0,5,21,0,21,0.8076923076923077,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32,14,0,22,0,0,2,0,0,5,2,0,0,2,0,0,0,0,0,0,0
CACAPAVA,350850,Nitrato (como N),SP,194,48,9,37,100,0,100,0.684931506849315,0,8,12,0,2,0,0,1,66,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,4,38,0,1,2,1,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,150,155,4,1,15,0,2,0,2,1,0,1,0,0,0,0,26,27,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1
CACAPAVA DO SUL,430280,Nitrato (como N),RS,42,0,4,8,30,0,30,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0
CACEQUI,430290,Nitrato (como N),RS,23,0,2,0,21,0,21,0.9130434782608695,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CACHOEIRA,290490,Nitrato (como N),BA,48,24,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,9,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,1,0,0
CACHOEIRA ALTA,520410,Nitrato (como N),GO,24,5,13,1,5,0,5,0.2631578947368421,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,2,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0
CACHOEIRA DE MINAS,310970,Nitrato (como N),MG,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CACHOEIRA DE PAJEU,310270,Nitrato (como N),MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
CACHOEIRA DO SUL,430300,Nitrato (como N),RS,21,5,3,0,13,0,13,0.8125,0,14,1,2,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,13,0,1,0,0,0,0,1,0,1,0,0,2,0,0,14,47,1,0,1,0,0,1,4,0,4,4,0,0,5,0,0,0,1,1,0,0
CACHOEIRA DOURADA,520425,Nitrato (como N),GO,28,0,5,7,16,0,16,0.5714285714285714,0,0,0,0,0,0,0,0,42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CACHOEIRA PAULISTA,350860,Nitrato (como N),SP,18,0,3,0,15,0,15,0.8333333333333334,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,33,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,251,2,0,11,0,1,0,0,0,0,0,0,1,0,1,11,4,0,0,0,0,1,2,0,6,6,0,0,0,0,0,0,1,0,0,0
CACHOEIRAS DE MACACU,330080,Nitrato (como N),RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,13,5,0,1,10,0,0,3,0,0,0,0,1,1,4,3,22,0,0,0,0,0,1,0,0,3,30,0,0,0,0,0,0,0,1,0,0
CACHOEIRINHA,430310,Nitrato (como N),RS,24,2,0,0,22,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,13,0,0,0,0,0,0,0,0,6,2,1,0,1,1,0,0,2,3,0,1
CACIQUE DOBLE,430320,Nitrato (como N),RS,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACU,520430,Nitrato (como N),GO,13,6,2,2,3,0,3,0.42857142857142855,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,0
CACULE,290500,Nitrato (como N),BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAEM,290510,Nitrato (como N),BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0
CAETANOPOLIS,310990,Nitrato (como N),MG,44,10,3,9,22,0,22,0.6470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
CAETANOS,290515,Nitrato (como N),BA,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAETES,260320,Nitrato (como N),PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CAETITE,290520,Nitrato (como N),BA,11,11,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0
CAFEARA,410340,Nitrato (como N),PR,20,10,0,3,7,0,7,0.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAFELANDIA,410345,Nitrato (como N),PR,41,5,16,16,4,0,4,0.1111111111111111,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CAFEZAL DO SUL,410347,Nitrato (como N),PR,59,19,8,12,20,0,20,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0
CAIABU,350890,Nitrato (como N),SP,46,0,0,44,1,1,2,0.043478260869565216,0.021739130434782608,1,66,0,0,34,0,1,44,0,0,3,0,0,4,0,0,2,0,2,4,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,298,36,47,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAIANA,311010,Nitrato (como N),MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
CAIAPONIA,520440,Nitrato (como N),GO,38,6,21,8,3,0,3,0.09375,0,1,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0
CAIBATE,430330,Nitrato (como N),RS,21,0,0,2,19,0,19,0.9047619047619048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAIBI,420310,Nitrato (como N),SC,20,0,0,0,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
CAIRU,290540,Nitrato (como N),BA,41,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
CAJAMAR,350920,Nitrato (como N),SP,64,0,0,7,57,0,57,0.890625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20,8,0,0,0,0,0,0,0,27,1,0,0,2,1,0,0,0,0,0,0
CAJATI,350925,Nitrato (como N),SP,45,3,4,18,20,0,20,0.47619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,28,0,1,1,0,0,200,0,1,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,97,13,2,3,1,0,0,2,0,0,0,0,0,0,0,2,48,4,0,1,0,0,0,0,0,2,1,1,0,1,2,1,0,0,0,0,0
CAJURU,350940,Nitrato (como N),SP,29,5,2,22,0,0,0,0,0,0,44,0,1,0,0,0,649,0,7,0,0,0,12,0,0,0,0,0,3,0,0,0,9,202,0,1,6,0,0,3,0,2,0,0,0,0,0,1,0,8,175,0,0,0,0,0,0,1,1,0,22,3,389,133,7,0,10,0,1,3,2,7,0,0,0,0,1,2,23,18,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0
CALDAS,311030,Nitrato (como N),MG,20,9,0,8,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,0,0,0,4,0,5,33,0,0,1,0,0,0,0,0,0,0
CALDAZINHA,520455,Nitrato (como N),GO,26,0,15,8,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
CALIFORNIA,410350,Nitrato (como N),PR,29,10,4,4,11,0,11,0.5789473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0
CALMON,420315,Nitrato (como N),SC,18,0,0,1,17,0,17,0.9444444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALUMBI,260340,Nitrato (como N),PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMACAN,290560,Nitrato (como N),BA,40,14,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1,0,0
CAMACARI,290570,Nitrato (como N),BA,144,112,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,1,1,2,6,0,0,2,2,2,3,50,6,0,0,0,0,0,0,0,19,9,0,1,13,8,0,0,2,2,0,2
CAMACHO,311040,Nitrato (como N),MG,12,3,0,0,8,1,9,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMAMU,290580,Nitrato (como N),BA,28,12,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMANDUCAIA,311050,Nitrato (como N),MG,37,21,0,12,4,0,4,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,5,0,4,0,0,1,1,1,2,17,0,0,0,0,0,0,0,0,0,0
