municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
SAO JOSE DO CERRITO,421680,Antimônio,SC,16,0,2,13,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO JOSE DO DIVINO,316330,Antimônio,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO GOIABAL,316340,Antimônio,MG,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAO JOSE DO HERVAL,431846,Antimônio,RS,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,431849,Antimônio,RS,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAO JOSE DO JACUIPE,292937,Antimônio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAO JOSE DO MANTIMENTO,316360,Antimônio,MG,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,431850,Antimônio,RS,43,2,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
SAO JOSE DO OURO,431860,Antimônio,RS,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAO JOSE DOS AUSENTES,431862,Antimônio,RS,29,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS CAMPOS,354990,Antimônio,SP,639,193,292,153,1,0,1,0.002242152466367713,0,0,3,3,0,0,3,0,0,6,3,1,6,599,18,642
SAO JOSE DOS PINHAIS,412550,Antimônio,PR,109,0,72,30,7,0,7,0.06422018348623854,0,0,2,6,1,0,6,0,0,1,2,8,8,423,30,487
SAO LOURENCO DA SERRA,354995,Antimônio,SP,52,20,6,25,1,0,1,0.03125,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,7
SAO LOURENCO DO OESTE,421690,Antimônio,SC,16,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,20
SAO LOURENCO DO SUL,431880,Antimônio,RS,13,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAO LUIS DE MONTES BELOS,522010,Antimônio,GO,44,15,13,2,14,0,14,0.4827586206896552,0,0,0,0,0,0,2,0,1,1,0,0,0,9,2,15
SAO LUIS DO PARAITINGA,355000,Antimônio,SP,54,14,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO LUIZ DO NORTE,522015,Antimônio,GO,22,0,7,11,4,0,4,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAO LUIZ GONZAGA,431890,Antimônio,RS,47,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,19
SAO MANOEL DO PARANA,412555,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO MANUEL,355010,Antimônio,SP,78,51,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,22
SAO MARCOS,431900,Antimônio,RS,19,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,39,2,48
SAO MARTINHO,421710,Antimônio,SC,32,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO MARTINHO,431910,Antimônio,RS,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAO MATEUS DO SUL,412560,Antimônio,PR,32,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,30
SAO MIGUEL ARCANJO,355020,Antimônio,SP,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,16
SAO MIGUEL DAS MATAS,292940,Antimônio,BA,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO MIGUEL DAS MISSOES,431915,Antimônio,RS,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SAO MIGUEL DO ANTA,316380,Antimônio,MG,7,7,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO MIGUEL DO ARAGUAIA,522020,Antimônio,GO,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SAO MIGUEL DO IGUACU,412570,Antimônio,PR,81,0,40,40,1,0,1,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,35
SAO MIGUEL DO OESTE,421720,Antimônio,SC,40,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,2,32
SAO MIGUEL DO TOCANTINS,172020,Antimônio,TO,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO NICOLAU,431920,Antimônio,RS,24,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAO PATRICIO,522028,Antimônio,GO,5,0,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PAULO,355030,Antimônio,SP,68,20,22,26,0,0,0,0,0,19,33,25,8,1,112,0,62,267,43,156,225,2794,542,4287
SAO PEDRO DA UNIAO,316390,Antimônio,MG,16,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IGUACU,412575,Antimônio,PR,57,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SAO PEDRO DO IVAI,412580,Antimônio,PR,47,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAO PEDRO DO PARANA,412590,Antimônio,PR,30,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO SUACUI,316410,Antimônio,MG,13,13,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO PEDRO DO SUL,431940,Antimônio,RS,88,1,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SAO PEDRO DOS FERROS,316400,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAO ROMAO,316420,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO ROQUE,355060,Antimônio,SP,40,14,12,14,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,39,2,47
SAO ROQUE DE MINAS,316430,Antimônio,MG,19,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO ROQUE DO CANAA,320495,Antimônio,ES,15,0,0,14,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAO SEBASTIAO,355070,Antimônio,SP,106,26,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19
SAO SEBASTIAO DA AMOREIRA,412600,Antimônio,PR,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO SEBASTIAO DO ALTO,330530,Antimônio,RJ,24,4,0,2,18,0,18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAO SEBASTIAO DO CAI,431950,Antimônio,RS,21,1,15,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,20,8,32
SAO SEBASTIAO DO OESTE,316460,Antimônio,MG,6,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,6
SAO SEBASTIAO DO PARAISO,316470,Antimônio,MG,38,20,6,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,4,10,2,20
SAO SEBASTIAO DO PASSE,292950,Antimônio,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,11,0,12
SAO SEBASTIAO DO TOCANTINS,172030,Antimônio,TO,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO SEPE,431960,Antimônio,RS,39,0,34,4,0,1,1,0.02564102564102564,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SAO TIAGO,316500,Antimônio,MG,51,41,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO TOMAS DE AQUINO,316510,Antimônio,MG,14,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAO TOME,412610,Antimônio,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SAO VALENTIM,431970,Antimônio,RS,20,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAO VICENTE,355100,Antimônio,SP,24,0,10,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,75,21,99
SAO VICENTE DE MINAS,316530,Antimônio,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAO VICENTE DO SUL,431980,Antimônio,RS,43,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAPOPEMA,412620,Antimônio,PR,37,6,26,3,2,0,2,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAPUCAI-MIRIM,316540,Antimônio,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SARANDI,432010,Antimônio,RS,35,5,27,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,3,29
SARAPUI,355110,Antimônio,SP,20,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SARUTAIA,355120,Antimônio,SP,6,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATIRO DIAS,292970,Antimônio,BA,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAUBARA,292975,Antimônio,BA,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAUDADE DO IGUACU,412627,Antimônio,PR,32,0,16,0,16,0,16,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAUDE,292980,Antimônio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
SEABRA,292990,Antimônio,BA,16,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SEARA,421750,Antimônio,SC,31,1,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16
SEBASTIANOPOLIS DO SUL,355130,Antimônio,SP,22,11,6,3,2,0,2,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SEBERI,432020,Antimônio,RS,36,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SEDE NOVA,432023,Antimônio,RS,38,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SELBACH,432030,Antimônio,RS,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SELVIRIA,500780,Antimônio,MS,14,0,7,3,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SENADOR AMARAL,316557,Antimônio,MG,45,37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SENADOR MODESTINO GONCALVES,316590,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENGES,412630,Antimônio,PR,60,0,30,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,2,16
SENHOR DO BONFIM,293010,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,14,1,16
SENHORA DO PORTO,316610,Antimônio,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENTINELA DO SUL,432035,Antimônio,RS,21,1,16,3,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SERAFINA CORREA,432040,Antimônio,RS,22,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,11,1,20
SERICITA,316630,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRA,320500,Antimônio,ES,89,31,0,44,14,0,14,0.2413793103448276,0,1,1,3,1,0,3,0,0,3,3,9,4,522,48,598
SERRA AZUL,355140,Antimônio,SP,15,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SERRA DA SAUDADE,316660,Antimônio,MG,3,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRA DO SALITRE,316680,Antimônio,MG,25,8,13,0,4,0,4,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SERRA DOS AIMORES,316670,Antimônio,MG,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SERRA NEGRA,355160,Antimônio,SP,56,4,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SERRANIA,316690,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SERRANOPOLIS,522050,Antimônio,GO,32,5,12,7,8,0,8,0.2962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SERRANOPOLIS DE MINAS,316695,Antimônio,MG,31,23,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SERRANOPOLIS DO IGUACU,412635,Antimônio,PR,40,2,20,2,15,1,16,0.42105263157894735,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SERTAO,432050,Antimônio,RS,33,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SERTAO SANTANA,432055,Antimônio,RS,18,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SETE BARRAS,355180,Antimônio,SP,48,16,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SETE QUEDAS,500770,Antimônio,MS,15,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
SETUBINHA,316555,Antimônio,MG,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEVERIANO DE ALMEIDA,432060,Antimônio,RS,44,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SIDROLANDIA,500790,Antimônio,MS,46,1,40,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,2,35
SILVANIA,522060,Antimônio,GO,8,0,3,0,5,0,5,625,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,17
SILVEIRA MARTINS,432065,Antimônio,RS,17,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILVEIRANIA,316730,Antimônio,MG,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILVEIRAS,355200,Antimônio,SP,32,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SIMOES FILHO,293070,Antimônio,BA,9,9,0,0,0,0,0,NA,NA,1,3,4,1,0,5,0,0,5,0,2,3,120,18,162
SIMONESIA,316760,Antimônio,MG,33,9,17,0,7,0,7,0.2916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SIQUEIRA CAMPOS,412660,Antimônio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SITIO D'ABADIA,522070,Antimônio,GO,2,0,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SITIO DO QUINTO,293076,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOBRADINHO,432070,Antimônio,RS,73,2,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,9
SOBRADINHO,530010,Antimônio,DF,53,0,19,28,4,2,6,0.11320754716981132,0.03773584905660377,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
SOBRADINHO II,530010,Antimônio,DF,74,0,17,50,1,6,7,0.0945945945945946,0.08108108108108109,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
SOCORRO,355210,Antimônio,SP,24,8,4,11,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,16
SOLEDADE,432080,Antimônio,RS,50,1,44,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,23
SONORA,500793,Antimônio,MS,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14
SUD MENNUCCI,355230,Antimônio,SP,32,4,22,2,4,0,4,0.14285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,9
SULINA,412665,Antimônio,PR,22,4,16,0,2,0,2,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SUMIDOURO,330570,Antimônio,RJ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUZANO,355250,Antimônio,SP,12,3,6,3,0,0,0,0,0,0,9,3,0,0,5,0,0,4,0,2,8,188,29,248
SÃO SEBASTIAO,530010,Antimônio,DF,59,0,19,32,6,2,8,0.13559322033898305,0.03389830508474576,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
TABULEIRO,316790,Antimônio,MG,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TACIBA,355290,Antimônio,SP,24,5,5,13,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3
TACURU,500795,Antimônio,MS,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUATINGA,172090,Antimônio,TO,9,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAIO,421780,Antimônio,SC,68,0,4,59,5,0,5,0.07352941176470588,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,26
TAIOBEIRAS,316800,Antimônio,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19
TAMARANA,412667,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
TAMBOARA,412670,Antimônio,PR,20,1,10,5,4,0,4,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
TANGARA,421790,Antimônio,SC,14,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
TANHACU,293100,Antimônio,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TAPEJARA,432090,Antimônio,RS,141,0,140,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,0,22
TAPERA,432100,Antimônio,RS,89,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
TAPES,432110,Antimônio,RS,11,0,10,0,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
TAPIRA,316810,Antimônio,MG,7,0,5,1,1,0,1,0.14285714285714285,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6
TAPIRA,412690,Antimônio,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TAPIRAI,316820,Antimônio,MG,9,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TAPIRAI,355350,Antimônio,SP,40,16,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TAPIRAMUTA,293130,Antimônio,BA,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TAPIRATIBA,355360,Antimônio,SP,22,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,6
TAQUARA,432120,Antimônio,RS,19,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,2,25
TAQUARAL DE GOIAS,522100,Antimônio,GO,22,3,5,7,7,0,7,0.3684210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAQUARI,432130,Antimônio,RS,8,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27,3,32
TAQUARIVAI,355385,Antimônio,SP,65,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAQUARUSSU,500797,Antimônio,MS,27,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARABAI,355390,Antimônio,SP,25,5,4,14,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TARUMA,355395,Antimônio,SP,13,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,21
TATUI,355400,Antimônio,SP,108,61,19,28,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,63,2,69
TAUBATE,355410,Antimônio,SP,82,22,39,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,193,12,209
TAVARES,432135,Antimônio,RS,21,9,8,1,3,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
TEIXEIRA DE FREITAS,293135,Antimônio,BA,19,19,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,74,3,79
TEIXEIRA SOARES,412700,Antimônio,PR,36,13,16,4,3,0,3,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TEIXEIRAS,316850,Antimônio,MG,10,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TELEMACO BORBA,412710,Antimônio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42,3,47
TENENTE PORTELA,432140,Antimônio,RS,184,0,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
TEODORO SAMPAIO,293140,Antimônio,BA,15,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TEODORO SAMPAIO,355430,Antimônio,SP,31,15,5,8,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
TEOFILANDIA,293150,Antimônio,BA,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TEOFILO OTONI,316860,Antimônio,MG,31,23,7,0,1,0,1,125,0,0,0,0,2,0,1,0,0,0,2,0,1,32,2,40
TEOLANDIA,293160,Antimônio,BA,7,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TERENOS,500800,Antimônio,MS,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,14
TERESINA DE GOIAS,522108,Antimônio,GO,7,4,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEREZOPOLIS DE GOIAS,522119,Antimônio,GO,10,5,1,0,4,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TERRA BOA,412720,Antimônio,PR,36,0,20,14,2,0,2,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
TERRA DE AREIA,432143,Antimônio,RS,59,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TERRA NOVA,293170,Antimônio,BA,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
TERRA ROXA,355440,Antimônio,SP,26,5,7,8,6,0,6,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TERRA ROXA,412740,Antimônio,PR,54,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,16
TEUTONIA,432145,Antimônio,RS,20,20,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,44,2,48
TIBAGI,412750,Antimônio,PR,67,0,42,20,5,0,5,0.07462686567164178,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
TIGRINHOS,421795,Antimônio,SC,30,0,11,18,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TIJUCAS DO SUL,412760,Antimônio,PR,77,0,61,6,10,0,10,0.12987012987012986,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,14
TIMBO GRANDE,421825,Antimônio,SC,21,0,4,16,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
TIMOTEO,316870,Antimônio,MG,12,1,0,9,2,0,2,0.18181818181818182,0,0,3,0,0,0,0,0,0,0,0,0,3,67,18,91
TIRADENTES,316880,Antimônio,MG,24,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,5
TIRADENTES DO SUL,432147,Antimônio,RS,42,1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TIROS,316890,Antimônio,MG,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TOCANTINOPOLIS,172120,Antimônio,TO,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,8
TOLEDO,316910,Antimônio,MG,14,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLEDO,412770,Antimônio,PR,188,1,99,88,0,0,0,0,0,0,0,2,0,0,1,0,3,4,1,5,0,146,7,169
TOMAZINA,412780,Antimônio,PR,33,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TORRE DE PEDRA,355465,Antimônio,SP,20,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TORRES,432150,Antimônio,RS,21,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
TORRINHA,355470,Antimônio,SP,27,16,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8
TRAJANO DE MORAES,330590,Antimônio,RJ,41,0,0,32,9,0,9,0.21951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
