municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
LINDOESTE,411345,Níquel,PR,20,1,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LINDOIA DO SUL,420985,Níquel,SC,43,5,5,28,5,0,5,0.13157894736842105,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LINS,352710,Níquel,SP,110,4,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,2,0
LIVRAMENTO DE NOSSA SENHORA,291950,Níquel,BA,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0
LOANDA,411350,Níquel,PR,26,1,8,15,2,0,2,0.08,0,0,0,0,1,0,0,7,15,50,14,0,0,0,0,3,2
LONDRINA,411370,Níquel,PR,307,0,141,166,0,0,0,0,0,0,1,1,3,0,0,0,11,244,21,1,12,5,0,67,0
LONTRA,313865,Níquel,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LORENA,352720,Níquel,SP,95,9,40,45,1,0,1,0.011627906976744186,0,0,0,3,2,0,0,0,1,56,1,0,0,0,0,5,0
LOURDES,352725,Níquel,SP,15,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LUCELIA,352740,Níquel,SP,33,6,7,16,4,0,4,0.14814814814814814,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0
LUCIANOPOLIS,352750,Níquel,SP,24,0,0,20,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIS EDUARDO MAGALHAES,291955,Níquel,BA,33,9,4,20,0,0,0,0,0,0,0,3,0,0,0,1,0,124,0,0,0,0,0,5,0
LUISLANDIA,313868,Níquel,MG,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUIZ ALVES,421000,Níquel,SC,19,0,2,12,5,0,5,0.2631578947368421,0,0,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0
LUIZIANA,411373,Níquel,PR,20,0,10,9,1,0,1,0.05,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
LUIZIANIA,352770,Níquel,SP,19,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LUNARDELLI,411375,Níquel,PR,40,0,21,18,1,0,1,0.025,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
LUPERCIO,352780,Níquel,SP,30,1,0,26,3,0,3,0.10344827586206896,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
LUPIONOPOLIS,411380,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LUTECIA,352790,Níquel,SP,11,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LUZ,313880,Níquel,MG,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
LUZIANIA,521250,Níquel,GO,92,15,0,11,66,0,66,0.8571428571428571,0,0,0,1,1,0,0,3,1,66,0,1,0,1,0,6,0
MACAMBARA,431171,Níquel,RS,14,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MACAUBAS,291980,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
MACEDONIA,352820,Níquel,SP,24,5,9,9,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHACALIS,313890,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,431170,Níquel,RS,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACIEIRA,421005,Níquel,SC,18,4,3,9,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADRE DE DEUS DE MINAS,313910,Níquel,MG,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MAETINGA,291995,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFRA,421010,Níquel,SC,38,0,2,30,6,0,6,0.15789473684210525,0,0,0,0,0,0,0,0,2,50,1,0,0,0,0,1,0
MAGDA,352830,Níquel,SP,23,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MAIQUINIQUE,292000,Níquel,BA,6,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
MAIRI,292010,Níquel,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
MAIRIPORA,352850,Níquel,SP,102,34,15,24,27,2,29,0.4264705882352941,0.029411764705882353,0,1,0,5,0,0,0,1,83,7,0,0,0,0,0,0
MAIRIPOTABA,521260,Níquel,GO,24,0,4,1,18,1,19,0.7916666666666666,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR GERCINO,421020,Níquel,SC,26,0,1,23,2,0,2,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAJOR VIEIRA,421030,Níquel,SC,16,0,1,12,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MALHADA,292020,Níquel,BA,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALHADA DE PEDRAS,292030,Níquel,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MALLET,411390,Níquel,PR,74,8,42,2,22,0,22,0.3333333333333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
MAMBAI,521270,Níquel,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
MAMBORE,411400,Níquel,PR,31,0,20,10,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0
MANDAGUACU,411410,Níquel,PR,41,0,20,21,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,1,1
MANDAGUARI,411420,Níquel,PR,25,0,15,10,0,0,0,0,0,0,0,0,2,0,0,3,2,40,0,0,0,0,0,2,0
MANDIRITUBA,411430,Níquel,PR,63,6,33,15,9,0,9,0.15789473684210525,0,0,0,0,0,0,0,0,5,33,2,0,0,0,0,0,0
MANFRINOPOLIS,411435,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGA,313930,Níquel,MG,22,20,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
MANGUEIRINHA,411440,Níquel,PR,68,6,36,0,26,0,26,0.41935483870967744,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MANOEL RIBAS,411450,Níquel,PR,17,0,10,4,3,0,3,0.17647058823529413,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
MANOEL VIANA,431175,Níquel,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
MANOEL VITORINO,292040,Níquel,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MANSIDAO,292045,Níquel,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MANTENOPOLIS,320330,Níquel,ES,6,0,0,5,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARA ROSA,521280,Níquel,GO,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1
MARABA PAULISTA,352870,Níquel,SP,14,4,4,4,2,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARACAI,352880,Níquel,SP,30,10,7,9,4,0,4,0.2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0
MARACAJU,500540,Níquel,MS,84,1,54,22,7,0,7,0.08433734939759036,0,0,0,0,2,0,0,0,0,36,0,0,0,0,0,1,0
MARACAS,292050,Níquel,BA,50,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARAGOGIPE,292060,Níquel,BA,31,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
MARANGUAPE,230770,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0
MARAU,292070,Níquel,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,431180,Níquel,RS,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,0,2,0,0,4,0
MARAVILHA,421050,Níquel,SC,20,0,2,13,5,0,5,0.25,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0
MARAVILHAS,313970,Níquel,MG,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
MARCELINO RAMOS,431190,Níquel,RS,33,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
MARCIONILIO SOUZA,292080,Níquel,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARECHAL DEODORO,270470,Níquel,AL,54,32,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0
MARECHAL FLORIANO,320334,Níquel,ES,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
MAREMA,421055,Níquel,SC,21,2,4,13,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARIA HELENA,411470,Níquel,PR,38,0,16,20,2,0,2,0.05263157894736842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARIANA PIMENTEL,431198,Níquel,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,431200,Níquel,RS,36,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIAPOLIS,352890,Níquel,SP,34,11,4,14,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARICA,330270,Níquel,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,1,0,0,0,1,51,1,0,0,0,0,2,1
MARILANDIA DO SUL,411490,Níquel,PR,42,0,30,12,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0
MARILENA,411500,Níquel,PR,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MARINGA,411520,Níquel,PR,94,2,50,42,0,0,0,0,0,0,0,1,3,0,0,5,7,299,15,1,1,0,0,36,1
MARINOPOLIS,352910,Níquel,SP,24,6,11,6,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIOPOLIS,411530,Níquel,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MARIPA,411535,Níquel,PR,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MARMELEIRO,411540,Níquel,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,2,1,0,0,0
MARQUES DE SOUZA,431205,Níquel,RS,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
MARQUINHO,411545,Níquel,PR,32,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MARTINHO CAMPOS,314050,Níquel,MG,18,3,0,10,4,1,5,0.3333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
MARTINS SOARES,314053,Níquel,MG,20,2,14,0,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASCOTE,292090,Níquel,BA,39,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA,431210,Níquel,RS,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATA DE SAO JOAO,292100,Níquel,BA,49,33,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
MATA VERDE,314055,Níquel,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATELANDIA,411560,Níquel,PR,50,10,30,1,9,0,9,0.225,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
MATERLANDIA,314060,Níquel,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MATHIAS LOBATO,317150,Níquel,MG,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATIAS CARDOSO,314085,Níquel,MG,45,28,0,1,14,2,16,0.9411764705882353,0.11764705882352941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MATINHOS,411570,Níquel,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0
MATIPO,314090,Níquel,MG,19,0,16,0,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MATO RICO,411573,Níquel,PR,18,0,10,7,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATO VERDE,314100,Níquel,MG,11,9,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0
MATOS COSTA,421070,Níquel,SC,18,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATOZINHOS,314110,Níquel,MG,9,5,1,0,3,0,3,0.75,0,0,0,2,0,0,0,3,0,130,10,0,0,0,0,0,0
MATUTINA,314120,Níquel,MG,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
MAUA DA SERRA,411575,Níquel,PR,17,0,10,6,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
MAURILANDIA,521300,Níquel,GO,8,0,5,1,2,0,2,0.25,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,431220,Níquel,RS,50,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MEDEIROS,314130,Níquel,MG,6,0,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEDEIROS NETO,292110,Níquel,BA,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MEDIANEIRA,411580,Níquel,PR,36,0,16,0,20,0,20,0.5555555555555556,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
MEDINA,314140,Níquel,MG,8,6,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
MERCES,314160,Níquel,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
MERIDIANO,352960,Níquel,SP,46,10,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MESOPOLIS,352965,Níquel,SP,38,8,17,12,1,0,1,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIGUEL CALMON,292120,Níquel,BA,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MIGUELOPOLIS,352970,Níquel,SP,33,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
MIMOSO DE GOIAS,521305,Níquel,GO,11,6,2,0,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINACU,521308,Níquel,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
MINAS DO LEAO,431225,Níquel,RS,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MINAS NOVAS,314180,Níquel,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
MINDURI,314190,Níquel,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIRA ESTRELA,353000,Níquel,SP,26,7,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MIRABELA,314200,Níquel,MG,7,5,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRACATU,352990,Níquel,SP,100,42,12,28,18,0,18,0.3103448275862069,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
MIRADOR,411590,Níquel,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIRAGUAI,431230,Níquel,RS,85,0,82,0,3,0,3,0.03529411764705882,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
MIRAI,314220,Níquel,MG,8,0,0,0,7,1,8,1,0.125,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0
MIRANDA,500560,Níquel,MS,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0
MIRANGABA,292140,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE,292145,Níquel,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRANTE DO PARANAPANEMA,353020,Níquel,SP,63,13,11,28,11,0,11,0.22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MIRAVANIA,314225,Níquel,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIRIM DOCE,421085,Níquel,SC,34,0,2,23,9,0,9,0.2647058823529412,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
MISSAL,411605,Níquel,PR,20,3,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0
MOCOCA,353050,Níquel,SP,83,10,23,50,0,0,0,0,0,0,0,0,1,0,0,0,0,95,1,0,0,0,0,1,0
MODELO,421090,Níquel,SC,75,11,26,35,3,0,3,0.046875,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MOEDA,314230,Níquel,MG,26,8,9,5,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MOMBACA,230850,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MOMBUCA,353090,Níquel,SP,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MONCOES,353100,Níquel,SP,21,5,11,4,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
MONDAI,421100,Níquel,SC,47,7,10,26,4,0,4,0.1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0
MONGAGUA,353110,Níquel,SP,21,1,8,11,1,0,1,0.05,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0
MONSENHOR PAULO,314260,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,4,0,6,0,0,0,0,0,1,0
MONSENHOR TABOSA,230860,Níquel,CE,7,1,0,5,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
MONTALVANIA,314270,Níquel,MG,65,59,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MONTE ALEGRE DE GOIAS,521350,Níquel,GO,20,3,8,2,7,0,7,0.4117647058823529,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MONTE ALTO,353130,Níquel,SP,60,0,26,34,0,0,0,0,0,0,0,0,0,0,0,1,13,67,1,0,0,0,0,2,0
MONTE APRAZIVEL,353140,Níquel,SP,72,3,29,38,2,0,2,0.028985507246376812,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0
MONTE AZUL,314290,Níquel,MG,15,3,0,6,6,0,6,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
MONTE BELO,314300,Níquel,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MONTE CASTELO,421110,Níquel,SC,37,0,8,23,6,0,6,0.16216216216216217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTE FORMOSO,314315,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MONTE MOR,353180,Níquel,SP,107,39,19,36,13,0,13,0.19117647058823528,0,0,0,0,3,0,0,0,2,62,5,0,0,0,0,0,2
MONTE SANTO DE MINAS,314320,Níquel,MG,30,21,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0
MONTE SIAO,314340,Níquel,MG,22,6,0,11,5,0,5,0.3125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
MONTEIRO LOBATO,353170,Níquel,SP,80,22,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,431240,Níquel,RS,50,18,30,2,0,0,0,0,0,0,0,0,3,0,0,0,0,50,0,0,0,0,0,0,0
MONTES CLAROS,314330,Níquel,MG,40,15,4,13,8,0,8,0.32,0,0,0,0,1,1,1,0,3,148,2,0,1,1,0,29,1
MONTES CLAROS DE GOIAS,521370,Níquel,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MONTEZUMA,314345,Níquel,MG,15,8,0,1,6,0,6,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MONTIVIDIU,521375,Níquel,GO,18,4,4,3,7,0,7,0.5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
MORADA NOVA DE MINAS,314350,Níquel,MG,12,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
MOREIRA SALES,411610,Níquel,PR,38,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
MORPARA,292160,Níquel,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRETES,411620,Níquel,PR,45,4,24,0,17,0,17,0.4146341463414634,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
MORRINHOS,521380,Níquel,GO,46,2,15,8,21,0,21,0.4772727272727273,0,0,1,0,1,0,0,0,0,25,0,0,0,0,0,1,0
MORRO DA GARCA,314360,Níquel,MG,15,7,0,7,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO DO CHAPEU,292170,Níquel,BA,27,19,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0
MORRO REDONDO,431245,Níquel,RS,21,0,20,0,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REUTER,431247,Níquel,RS,31,7,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MORTUGABA,292180,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MORUNGABA,353200,Níquel,SP,22,5,4,11,2,0,2,0.11764705882352941,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1
MOSTARDAS,431250,Níquel,RS,15,2,11,0,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0
MOZARLANDIA,521400,Níquel,GO,31,5,8,3,15,0,15,0.5769230769230769,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
MUCURI,292200,Níquel,BA,18,18,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0
MUCURICI,320360,Níquel,ES,8,0,0,7,1,0,1,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUITOS CAPOES,431261,Níquel,RS,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MULUNGU,230910,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULUNGU DO MORRO,292205,Níquel,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MUNDO NOVO,292210,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MUNDO NOVO,500568,Níquel,MS,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0
MUNDO NOVO,521405,Níquel,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3
MUNHOZ,314380,Níquel,MG,14,10,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUNIZ FERREIRA,292220,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MUQUEM DE SAO FRANCISCO,292225,Níquel,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUQUI,320380,Níquel,ES,14,0,0,9,5,0,5,0.35714285714285715,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MURIBECA,280430,Níquel,SE,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MURITIBA,292230,Níquel,BA,16,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
MUZAMBINHO,314410,Níquel,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
NACIP RAYDAN,314420,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANUQUE,314430,Níquel,MG,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,3,0
