municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
SANTO ANTONIO DO AMPARO,315990,Níquel,MG,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
SANTO ANTONIO DO CAIUA,412420,Níquel,PR,18,0,9,7,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTO ANTONIO DO DESCOBERTO,521975,Níquel,GO,36,2,0,3,31,0,31,0.9117647058823529,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SANTO ANTONIO DO GRAMA,316010,Níquel,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO ITAMBE,316020,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO JARDIM,354810,Níquel,SP,32,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SANTO ANTONIO DO MONTE,316040,Níquel,MG,16,0,2,0,13,1,14,0.875,0.0625,0,0,3,0,0,0,3,4,9,0,0,0,0,0,0,0
SANTO ANTONIO DO PINHAL,354820,Níquel,SP,53,15,13,21,4,0,4,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO RETIRO,316045,Níquel,MG,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO SUDOESTE,412440,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,4,0,0,1,0
SANTO AUGUSTO,431780,Níquel,RS,72,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0
SANTO CRISTO,431790,Níquel,RS,101,15,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
SANTO ESTEVAO,292880,Níquel,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0
SANTO EXPEDITO,354830,Níquel,SP,20,4,3,8,5,0,5,0.3125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTO EXPEDITO DO SUL,431795,Níquel,RS,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTO HIPOLITO,316060,Níquel,MG,29,9,0,18,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTO INACIO,412450,Níquel,PR,17,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
SANTOPOLIS DO AGUAPEI,354840,Níquel,SP,24,6,2,10,6,0,6,0.3333333333333333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SANTOS,354850,Níquel,SP,16,0,6,7,3,0,3,0.1875,0,0,1,0,1,0,0,2,2,124,4,0,0,0,1,23,1
SANTOS DUMONT,316070,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,1,0,0,0,7,0,24,0,0,0,0,0,0,0
SAO BENTO DO SAPUCAI,354860,Níquel,SP,22,4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO BERNARDINO,421575,Níquel,SC,22,5,5,11,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO BERNARDO DO CAMPO,354870,Níquel,SP,125,67,16,34,8,0,8,0.13793103448275862,0,0,0,3,8,0,0,11,14,451,42,0,1,0,0,47,5
SAO BONIFACIO,421590,Níquel,SC,13,0,1,11,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,431800,Níquel,RS,15,0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1,0,0,0,0,1,0
SAO BRAS,270820,Níquel,AL,29,0,0,22,7,0,7,0.2413793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO BRAS DO SUACUI,316090,Níquel,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAO CARLOS,421600,Níquel,SC,26,2,1,19,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
SAO CARLOS DO IVAI,412460,Níquel,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
SAO CRISTOVAO,280670,Níquel,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0
SAO CRISTOVAO DO SUL,421605,Níquel,SC,42,1,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SAO DESIDERIO,292890,Níquel,BA,26,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
SAO DOMINGOS,292895,Níquel,BA,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO DOMINGOS,421610,Níquel,SC,44,2,9,30,3,0,3,0.07142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO DOMINGOS,521980,Níquel,GO,12,8,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO FELIPE,292910,Níquel,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO FRANCISCO,354900,Níquel,SP,23,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,431810,Níquel,RS,70,0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
SAO FRANCISCO DE PAULA,316120,Níquel,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO FRANCISCO DE PAULA,431820,Níquel,RS,34,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
SAO FRANCISCO DE SALES,316130,Níquel,MG,10,8,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO GERALDO,316150,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
SAO GERALDO DO ARAGUAIA,150745,Níquel,PA,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
SAO GONCALO DO ABAETE,316170,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
SAO GONCALO DO PARA,316180,Níquel,MG,9,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
SAO GONCALO DO SAPUCAI,316200,Níquel,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
SAO GOTARDO,316210,Níquel,MG,42,4,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,1,0
SAO JERONIMO,431840,Níquel,RS,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
SAO JOAO,261320,Níquel,PE,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAO JOAO,412480,Níquel,PR,25,0,16,5,4,0,4,0.16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SAO JOAO D'ALIANCA,522000,Níquel,GO,40,6,16,3,14,1,15,0.4411764705882353,0.029411764705882353,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
SAO JOAO DA BOA VISTA,354910,Níquel,SP,31,5,8,18,0,0,0,0,0,0,0,1,1,0,0,4,1,74,5,1,0,0,0,11,1
SAO JOAO DA PARAUNA,522005,Níquel,GO,22,6,5,2,9,0,9,0.5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOAO DA PONTE,316240,Níquel,MG,24,10,0,0,14,0,14,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO JOAO DA URTIGA,431842,Níquel,RS,63,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SAO JOAO DAS DUAS PONTES,354920,Níquel,SP,31,5,13,8,5,0,5,0.19230769230769232,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO JOAO DAS MISSOES,316245,Níquel,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DEL REI,316250,Níquel,MG,20,18,0,2,0,0,0,0,0,0,0,0,0,0,0,4,15,33,1,0,0,0,0,2,0
SAO JOAO DO CAIUA,412490,Níquel,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO JOAO DO ITAPERIU,421635,Níquel,SC,39,0,0,16,23,0,23,0.5897435897435898,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
SAO JOAO DO IVAI,412500,Níquel,PR,57,0,29,27,1,0,1,0.017543859649122806,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SAO JOAO DO MANHUACU,316255,Níquel,MG,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOAO DO ORIENTE,316260,Níquel,MG,26,15,5,2,4,0,4,0.36363636363636365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOAO DO PARAISO,316270,Níquel,MG,19,14,0,0,5,0,5,1,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,3,0
SAO JOAO DO SUL,421640,Níquel,SC,37,0,8,22,7,0,7,0.1891891891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOAO DO TRIUNFO,412510,Níquel,PR,20,0,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO JOAO EVANGELISTA,316280,Níquel,MG,17,17,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAO JOAQUIM,421650,Níquel,SC,55,0,9,45,1,0,1,0.01818181818181818,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,2,0
SAO JORGE,431844,Níquel,RS,31,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE D'OESTE,412520,Níquel,PR,51,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0
SAO JORGE DO PATROCINIO,412535,Níquel,PR,19,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOSE DA BARRA,316294,Níquel,MG,35,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0
SAO JOSE DA BOA VISTA,412540,Níquel,PR,36,0,13,22,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DA SAFIRA,316300,Níquel,MG,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOSE DA VITORIA,292935,Níquel,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOSE DAS PALMEIRAS,412545,Níquel,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SAO JOSE DO ALEGRE,316320,Níquel,MG,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO CALCADO,320480,Níquel,ES,14,2,0,9,3,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SAO JOSE DO CERRITO,421680,Níquel,SC,12,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO JOSE DO GOIABAL,316340,Níquel,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,431846,Níquel,RS,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,431849,Níquel,RS,28,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SAO JOSE DO JACUIPE,292937,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO JOSE DO MANTIMENTO,316360,Níquel,MG,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,431850,Níquel,RS,43,2,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
SAO JOSE DO OURO,431860,Níquel,RS,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,431862,Níquel,RS,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS CAMPOS,354990,Níquel,SP,640,192,266,179,3,0,3,0.006696428571428571,0,0,0,3,3,0,1,1,6,599,20,2,2,0,0,30,1
SAO JOSE DOS PINHAIS,412550,Níquel,PR,109,0,66,36,7,0,7,0.06422018348623854,0,0,0,2,6,0,0,8,8,423,38,0,0,0,0,10,1
SAO LOURENCO DA SERRA,354995,Níquel,SP,48,16,4,14,12,2,14,0.4375,0.0625,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SAO LOURENCO DO OESTE,421690,Níquel,SC,16,0,2,13,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,5,0
SAO LOURENCO DO SUL,431880,Níquel,RS,19,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0
SAO LUIS DE MONTES BELOS,522010,Níquel,GO,42,14,15,1,12,0,12,0.42857142857142855,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,2,0
SAO LUIS DO PARAITINGA,355000,Níquel,SP,55,15,17,22,1,0,1,0.025,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO LUIZ DO NORTE,522015,Níquel,GO,22,0,9,10,3,0,3,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO LUIZ GONZAGA,431890,Níquel,RS,52,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,3,0
SAO MANOEL DO PARANA,412555,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO MANUEL,355010,Níquel,SP,76,52,11,7,6,0,6,0.25,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
SAO MARCOS,431900,Níquel,RS,34,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,15,0,0,0,0,0,0
SAO MARTINHO,421710,Níquel,SC,32,0,6,22,4,0,4,0.125,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO MARTINHO,431910,Níquel,RS,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0
SAO MATEUS DO SUL,412560,Níquel,PR,32,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0
SAO MIGUEL ARCANJO,355020,Níquel,SP,39,10,0,22,7,0,7,0.2413793103448276,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0
SAO MIGUEL DAS MATAS,292940,Níquel,BA,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SAO MIGUEL DAS MISSOES,431915,Níquel,RS,21,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAO MIGUEL DO ANTA,316380,Níquel,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAO MIGUEL DO ARAGUAIA,522020,Níquel,GO,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0
SAO MIGUEL DO IGUACU,412570,Níquel,PR,80,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0
SAO MIGUEL DO OESTE,421720,Níquel,SC,40,0,4,27,9,0,9,0.225,0,0,0,0,0,0,1,0,0,28,1,0,0,0,0,12,0
SAO MIGUEL DO TOCANTINS,172020,Níquel,TO,32,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO NICOLAU,431920,Níquel,RS,24,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO PATRICIO,522028,Níquel,GO,5,0,4,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PAULO,355030,Níquel,SP,70,21,22,18,9,0,9,0.1836734693877551,0,2,9,33,112,0,15,156,225,2794,282,35,16,4,12,564,54
SAO PEDRO DA UNIAO,316390,Níquel,MG,14,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO IGUACU,412575,Níquel,PR,60,1,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SAO PEDRO DO IVAI,412580,Níquel,PR,46,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SAO PEDRO DO PARANA,412590,Níquel,PR,30,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAO PEDRO DO SUACUI,316410,Níquel,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO PEDRO DO SUL,431940,Níquel,RS,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SAO PEDRO DOS FERROS,316400,Níquel,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO ROMAO,316420,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO ROQUE,355060,Níquel,SP,42,16,12,8,6,0,6,0.23076923076923078,0,0,0,1,0,0,0,0,1,39,3,0,0,0,0,4,2
SAO ROQUE DE MINAS,316430,Níquel,MG,17,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAO SEBASTIAO,355070,Níquel,SP,104,20,26,45,13,0,13,0.15476190476190477,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0
SAO SEBASTIAO DA AMOREIRA,412600,Níquel,PR,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO SEBASTIAO DO ALTO,330530,Níquel,RJ,24,4,0,2,18,0,18,0.9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO SEBASTIAO DO CAI,431950,Níquel,RS,26,2,22,2,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0,0,0
SAO SEBASTIAO DO OESTE,316460,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO SEBASTIAO DO PARAISO,316470,Níquel,MG,36,21,0,15,0,0,0,0,0,0,0,1,0,0,0,0,4,10,2,0,0,0,0,0,0
SAO SEBASTIAO DO PASSE,292950,Níquel,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0
SAO SEBASTIAO DO TOCANTINS,172030,Níquel,TO,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO SEPE,431960,Níquel,RS,53,0,49,3,1,0,1,0.018867924528301886,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0
SAO TIAGO,316500,Níquel,MG,43,35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO TOMAS DE AQUINO,316510,Níquel,MG,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SAO TOME,412610,Níquel,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
SAO VALENTIM,431970,Níquel,RS,34,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAO VALERIO,172049,Níquel,TO,4,0,0,3,0,1,1,0.25,0.25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO VICENTE,355100,Níquel,SP,26,0,10,13,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,1,75,1,0,0,0,0,7,0
SAO VICENTE DE MINAS,316530,Níquel,MG,14,14,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAO VICENTE DO SUL,431980,Níquel,RS,42,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAPOPEMA,412620,Níquel,PR,37,5,25,4,3,0,3,0.09375,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SAPUCAI-MIRIM,316540,Níquel,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SARANDI,432010,Níquel,RS,41,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0
SARAPUI,355110,Níquel,SP,27,7,1,14,5,0,5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SARUTAIA,355120,Níquel,SP,28,6,0,19,3,0,3,0.13636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATIRO DIAS,292970,Níquel,BA,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAUBARA,292975,Níquel,BA,22,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SAUDADE DO IGUACU,412627,Níquel,PR,32,0,16,0,16,0,16,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAUDE,292980,Níquel,BA,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SEABRA,292990,Níquel,BA,23,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
SEARA,421750,Níquel,SC,31,1,5,20,5,0,5,0.16666666666666666,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
SEBASTIANOPOLIS DO SUL,355130,Níquel,SP,20,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SEBERI,432020,Níquel,RS,36,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
SEDE NOVA,432023,Níquel,RS,38,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SELBACH,432030,Níquel,RS,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0
SELVIRIA,500780,Níquel,MS,13,0,3,6,4,0,4,0.3076923076923077,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SENADOR AMARAL,316557,Níquel,MG,38,30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SENADOR MODESTINO GONCALVES,316590,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SENADOR POMPEU,231270,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
SENGES,412630,Níquel,PR,60,0,29,31,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0
SENHOR DO BONFIM,293010,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0
SENHORA DO PORTO,316610,Níquel,MG,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENTINELA DO SUL,432035,Níquel,RS,21,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SERAFINA CORREA,432040,Níquel,RS,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,7,1,11,0,0,0,0,0,0,0
SERRA,320500,Níquel,ES,48,16,0,26,6,0,6,0.1875,0,0,0,1,3,0,1,9,4,522,36,0,1,0,1,16,5
SERRA AZUL,355140,Níquel,SP,15,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SERRA DA SAUDADE,316660,Níquel,MG,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERRA DO SALITRE,316680,Níquel,MG,21,5,3,7,6,0,6,0.375,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
SERRA DOS AIMORES,316670,Níquel,MG,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SERRA NEGRA,355160,Níquel,SP,56,4,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SERRANIA,316690,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0
SERRANOPOLIS,522050,Níquel,GO,28,3,4,5,16,0,16,0.64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SERRANOPOLIS DE MINAS,316695,Níquel,MG,29,17,0,0,12,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SERRANOPOLIS DO IGUACU,412635,Níquel,PR,40,2,20,2,16,0,16,0.42105263157894735,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
SERTAO,432050,Níquel,RS,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SERTAO SANTANA,432055,Níquel,RS,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SETE BARRAS,355180,Níquel,SP,48,17,3,10,17,1,18,0.5806451612903226,0.03225806451612903,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SETE QUEDAS,500770,Níquel,MS,11,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SEVERIANO DE ALMEIDA,432060,Níquel,RS,44,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
